Family,Genus,Species,DataID,SciName,Family_encode,Fam_Sample,Fam_Specie,Family_encodeYY
Hesperiidae,Erynnis,baptisiae,1039102036_YPM_3537_1.jpg,Erynnis baptisiae,44,1449,589,3
Erebidae,Cosmosoma,arpi,1319113177_USNM_6709_0.jpg,Cosmosoma arpi,29,5090,2667,1
Noctuidae,Protagrotis,niveivenosa,2884375510_CSU_1824_0.jpg,Protagrotis niveivenosa,62,3747,2218,2
Geometridae,Eustroma,melancholica,interrupta_V04-20140721-042_TESRI_0.jpg,Eustroma melancholica,37,4794,3198,0
Noctuidae,Athetis,speideli,A43-20150210-006_TESRI_0.jpg,Athetis speideli,62,3747,2218,2
Noctuidae,Eucirroedia,pampina,2268760903_MISSA_2758_0.jpg,Eucirroedia pampina,62,3747,2218,2
Noctuidae,Aseptis,ethnica,2432291847_CSU_1043_0.jpg,Aseptis ethnica,62,3747,2218,2
Geometridae,Hypochrosis,pyrrhophaeata,1836100967_NHMUK_3295_0.jpg,Hypochrosis pyrrhophaeata,37,4794,3198,0
Pieridae,Patia,cordillera,1317747813_USNM_244_0.jpg,Patia cordillera,69,3076,852,9
Gelechiidae,Thiotricha,subocellea,1585258858_MISSA_1449_0.jpg,Thiotricha subocellea,36,421,369,20
Pterophoridae,Dejongia,californicus,1838846202_MISSA_3369_0.jpg,Dejongia californicus,74,43,39,5
Erebidae,Phryganopteryx,convergens,1883279588_MNHN_3204_0.jpg,Phryganopteryx convergens,29,5090,2667,1
Geometridae,Semiothisa,phaneorphleps,1318739486_USNM_6182_0.jpg,Semiothisa phaneorphleps,37,4794,3198,0
Pieridae,Colias,australis,1321553341_USNM_3283_0.jpg,Colias australis,69,3076,852,9
Pyralidae,Dioryctria,reniculelloides,1932755908_MSU_1313_0.jpg,Dioryctria reniculelloides,75,531,348,14
Geometridae,Eustroma,changi,V37-20190708-045_TESRI_0.jpg,Eustroma changi,37,4794,3198,0
Hesperiidae,Jemadia,hewitsonii,2432276635_CSU_2208_0.jpg,Jemadia hewitsonii,44,1449,589,3
Nymphalidae,Memphis,arginussa,1317781730_USNM_3268_0.jpg,Memphis arginussa,65,4037,1666,4
Nymphalidae,Acraea,rangatana,1039138417_YPM_1477_0.jpg,Acraea rangatana,65,4037,1666,4
Notodontidae,Semidonta,basalis,A41-20170921-264_TESRI_0.jpg,Semidonta basalis,64,739,528,15
Geometridae,Tristeirometa,decussata,moltrechti_V03-20131201-022_TESRI_0.jpg,Tristeirometa decussata,37,4794,3198,0
Geometridae,Scopula,anatreces,V37-20180521-168_TESRI_0.jpg,Scopula anatreces,37,4794,3198,0
Geometridae,Stamnodes,animata,2432318719_CSU_171_0.jpg,Stamnodes animata,37,4794,3198,0
Nymphalidae,Erebia,pronoe,1039181120_YPM_2601_0.jpg,Erebia pronoe,65,4037,1666,4
Nymphalidae,Heliconius,charithonia,1039178490_YPM_1536_0.jpg,Heliconius charithonia,65,4037,1666,4
Crambidae,Crambus,girardellus,1932624134_MSU_261_0.jpg,Crambus girardellus,22,1196,693,7
Notodontidae,Hemiceras,aroensis,1319469976_USNM_8501_0.jpg,Hemiceras aroensis,64,739,528,15
Lycaenidae,Hypolycaena,pachalica,1039096849_YPM_1680_0.jpg,Hypolycaena pachalica,53,1492,708,6
Noctuidae,Mythimna,yu,V25-20160702-031_TESRI_0.jpg,Mythimna yu,62,3747,2218,2
Erebidae,Catocala,kuangtungensis,1292014661_YPM_1007_0.jpg,Catocala kuangtungensis,29,5090,2667,1
Erebidae,Blasticorhinus,bifasciata,V14-20130428-051_TESRI_0.jpg,Blasticorhinus bifasciata,29,5090,2667,1
Pieridae,Euchloe,creusa,1322342543_USNM_8172_0.jpg,Euchloe creusa,69,3076,852,9
Nymphalidae,Polyura,pyrrhus,1322108709_USNM_10041_0.jpg,Polyura pyrrhus,65,4037,1666,4
Pieridae,Pyrisitia,dina,1319311183_USNM_8838_0.jpg,Pyrisitia dina,69,3076,852,9
Geometridae,Heteralex,rectilineata,1836106406_NHMUK_1519_0.jpg,Heteralex rectilineata,37,4794,3198,0
Noctuidae,Apamea,remissa,2244420094_MISSA_1405_0.jpg,Apamea remissa,62,3747,2218,2
Geometridae,Itame,simpliciata,1320560616_USNM_10819_0.jpg,Itame simpliciata,37,4794,3198,0
Lecithoceridae,Lysipatha,diaxantha,A48-20160425-198_TESRI_0.jpg,Lysipatha diaxantha,50,28,11,52
Geometridae,Epirrhoe,alternata,1825891877_NHMUK_499_0.jpg,Epirrhoe alternata,37,4794,3198,0
Noctuidae,Cosmia,restituta,restituta_A48-20160601-266_TESRI_0.jpg,Cosmia restituta,62,3747,2218,2
Noctuidae,Ctenoplusia,agnata,A52-20151110-198_TESRI_0.jpg,Ctenoplusia agnata,62,3747,2218,2
Geometridae,Graphidipus,fumilinea,1317792218_USNM_4032_0.jpg,Graphidipus fumilinea,37,4794,3198,0
Pieridae,Catasticta,ludovici,1321852652_USNM_1300_0.jpg,Catasticta ludovici,69,3076,852,9
Erebidae,Lymantria,grisea,A43-20151015-023_TESRI_0.jpg,Lymantria grisea,29,5090,2667,1
Geometridae,Probole,persinuaria,1317653950_USNM_3671_0.jpg,Probole persinuaria,37,4794,3198,0
Papilionidae,Papilio,thoas,1932627343_MSU_430_0.jpg,Papilio thoas,68,1101,365,11
Choreutidae,Choreutis,amethystodes,A42-20190424-035_TESRI_0.jpg,Choreutis amethystodes,17,31,20,35
Hesperiidae,Problema,bulenta,2432266838_CSU_1623_0.jpg,Problema bulenta,44,1449,589,3
Papilionidae,Papilio,gallienus,1039064650_YPM_2854_1.jpg,Papilio gallienus,68,1101,365,11
Erebidae,Simplicia,mistacalis,A61-20171018-061_TESRI_0.jpg,Simplicia mistacalis,29,5090,2667,1
Tischeriidae,Coptotriche,zelleriella,1585230349_MISSA_1859_0.jpg,Coptotriche zelleriella,90,2,2,81
Crambidae,Blepharomastix,ranalis,1932752949_MSU_370_0.jpg,Blepharomastix ranalis,22,1196,693,7
Noctuidae,Polymixis,polymita,3003615008_TAM_3323_0.jpg,Polymixis polymita,62,3747,2218,2
Erebidae,Eucereon,facundum,1838878409_MISSA_1518_0.jpg,Eucereon facundum,29,5090,2667,1
Geometridae,Herbita,capucina,1322329070_USNM_1650_0.jpg,Herbita capucina,37,4794,3198,0
Noctuidae,Naarda,postpallida,1457364931_MNHN_388_0.jpg,Naarda postpallida,62,3747,2218,2
Pieridae,Eurema,candida,1321490922_USNM_2883_0.jpg,Eurema candida,69,3076,852,9
Crambidae,Gargela,renatusalis,A34-20130313-066_TESRI_0.jpg,Gargela renatusalis,22,1196,693,7
Pieridae,Neophasia,terlooii,1317491581_USNM_1712_0.jpg,Neophasia terlooii,69,3076,852,9
Lycaenidae,Polyommatus,coridon,3003631044_TAM_1632_0.jpg,Polyommatus coridon,53,1492,708,6
Lycaenidae,Napaea,gynaeocomorpha,1020748120_MNHN_78_0.jpg,Napaea gynaeocomorpha,53,1492,708,6
Nymphalidae,Bicyclus,dubia,1039137200_YPM_1223_0.jpg,Bicyclus dubia,65,4037,1666,4
Erebidae,Palthis,asopialis,2432347250_CSU_877_0.jpg,Palthis asopialis,29,5090,2667,1
Pterophoridae,Stenoptilia,pallistriga,1838866231_MISSA_834_0.jpg,Stenoptilia pallistriga,74,43,39,5
Lycaenidae,Melanis,pixe,1039166900_YPM_980_0.jpg,Melanis pixe,53,1492,708,6
Erebidae,Eulepidotis,addens,2234819993_MISSA_452_0.jpg,Eulepidotis addens,29,5090,2667,1
Geometridae,Perixera,minorata,dubiosa_A75-20190408-027_TESRI_0.jpg,Perixera minorata,37,4794,3198,0
Hesperiidae,Pseudocopaeodes,eunus,2432267068_CSU_1214_0.jpg,Pseudocopaeodes eunus,44,1449,589,3
Sphingidae,Temnora,radiata,1882416347_NHMUK_5603_0.jpg,Temnora radiata,84,642,398,10
Saturniidae,Cricula,trifenestrata,2609386707_NHMUK_2922_0.jpg,Cricula trifenestrata,79,668,312,18
Geometridae,Nipteria,bilinea,1321815085_USNM_3154_0.jpg,Nipteria bilinea,37,4794,3198,0
Lycaenidae,Celastrina,lavendularis,1039099940_YPM_2512_0.jpg,Celastrina lavendularis,53,1492,708,6
Pieridae,Colias,flaveola,1322623355_USNM_7615_0.jpg,Colias flaveola,69,3076,852,9
Nymphalidae,Zaretis,callidryas,1319025444_USNM_6377_0.jpg,Zaretis callidryas,65,4037,1666,4
Erebidae,Pelosia,obtusa,3003654099_TAM_216_0.jpg,Pelosia obtusa,29,5090,2667,1
Geometridae,Lycia,pomonaria,3017393725_UTE_582_0.jpg,Lycia pomonaria,37,4794,3198,0
Geometridae,Apoheterolocha,patalata,V12-20130927-010_TESRI_0.jpg,Apoheterolocha patalata,37,4794,3198,0
Hesperiidae,Calpodes,ethlius,2432262122_CSU_765_0.jpg,Calpodes ethlius,44,1449,589,3
Sesiidae,Pennisetia,hylaeiformis,3017394469_UTE_12_0.jpg,Pennisetia hylaeiformis,83,114,89,8
Noctuidae,Chamaeclea,pernana,1851702068_MISSA_1961_0.jpg,Chamaeclea pernana,62,3747,2218,2
Erebidae,Eucereon,chosica,1321295350_USNM_9716_0.jpg,Eucereon chosica,29,5090,2667,1
Noctuidae,Moma,alpium,1847683257_NHMUK_1014_0.jpg,Moma alpium,62,3747,2218,2
Noctuidae,Cucullia,chamomillae,1434660331_MNHN_3125_1.jpg,Cucullia chamomillae,62,3747,2218,2
Nymphalidae,Acraea,althoffi,1039028992_YPM_3356_0.jpg,Acraea althoffi,65,4037,1666,4
Nymphalidae,Eunica,eurota,1039075029_YPM_2674_1.jpg,Eunica eurota,65,4037,1666,4
Notodontidae,Magava,forensis,1322068282_USNM_7671_0.jpg,Magava forensis,64,739,528,15
Lycaenidae,Euphilotes,bernardino,1039121508_YPM_1935_1.jpg,Euphilotes bernardino,53,1492,708,6
Hesperiidae,Pyrrhopyge,chalybea,2432278276_CSU_1511_0.jpg,Pyrrhopyge chalybea,44,1449,589,3
Noctuidae,Caradrina,montana,3017418073_UTE_383_0.jpg,Caradrina montana,62,3747,2218,2
Nymphalidae,Bicyclus,uniformis,1039095364_YPM_1677_1.jpg,Bicyclus uniformis,65,4037,1666,4
Geometridae,Iulotrichia,decursaria,1836100644_NHMUK_4407_0.jpg,Iulotrichia decursaria,37,4794,3198,0
Nymphalidae,Heliconius,charithonia,1291306559_NHMUK_4434_0.jpg,Heliconius charithonia,65,4037,1666,4
Nymphalidae,Melanocyma,faunula,1039115507_YPM_2718_0.jpg,Melanocyma faunula,65,4037,1666,4
Pieridae,Elodina,padusa,1039094013_YPM_2507_1.jpg,Elodina padusa,69,3076,852,9
Papilionidae,Papilio,pelaus,1039055276_YPM_3015_1.jpg,Papilio pelaus,68,1101,365,11
Noctuidae,Diarsia,subtincta,A34-20130313-022_TESRI_0.jpg,Diarsia subtincta,62,3747,2218,2
Notodontidae,Ptilodon,capucina,3003615084_TAM_809_0.jpg,Ptilodon capucina,64,739,528,15
Erebidae,Catocala,robinsonii,2234826105_MISSA_464_0.jpg,Catocala robinsonii,29,5090,2667,1
Pieridae,Ganyra,phaloe,1322105380_USNM_2860_0.jpg,Ganyra phaloe,69,3076,852,9
Lycaenidae,Emesis,emesia,1039069400_YPM_3377_0.jpg,Emesis emesia,53,1492,708,6
Crambidae,Diatraea,grandiosella,2013053553_MISSA_2915_0.jpg,Diatraea grandiosella,22,1196,693,7
Lycaenidae,Euphilotes,ancilla,1039146256_YPM_1738_1.jpg,Euphilotes ancilla,53,1492,708,6
Notodontidae,Nystalea,marmorea,1322738352_USNM_9278_0.jpg,Nystalea marmorea,64,739,528,15
Crambidae,Parapoynx,allionealis,1932681672_MSU_359_0.jpg,Parapoynx allionealis,22,1196,693,7
Crambidae,Elophila,turbata,V05-20130607-064_TESRI_0.jpg,Elophila turbata,22,1196,693,7
Tortricidae,Eucosma,cana,1838880588_MISSA_858_0.jpg,Eucosma cana,91,901,787,17
Erebidae,Herminia,vermiculata,A42-20140430-037_TESRI_0.jpg,Herminia vermiculata,29,5090,2667,1
Nymphalidae,Phyciodes,vesta,1039187491_YPM_1785_0.jpg,Phyciodes vesta,65,4037,1666,4
Noctuidae,Callopistria,rivularis,A35-20130605-016_TESRI_0.jpg,Callopistria rivularis,62,3747,2218,2
Noctuidae,Xestia,infimatis,2432332661_CSU_211_0.jpg,Xestia infimatis,62,3747,2218,2
Geometridae,Phibalapteryx,emanata,1317677783_USNM_1545_0.jpg,Phibalapteryx emanata,37,4794,3198,0
Erebidae,Bertholdia,albipuncta,1838866971_MISSA_2837_0.jpg,Bertholdia albipuncta,29,5090,2667,1
Hesperiidae,Poanes,viator,1039050834_YPM_755_1.jpg,Poanes viator,44,1449,589,3
Erebidae,Calliteara,abietis,3017394786_UTE_239_0.jpg,Calliteara abietis,29,5090,2667,1
Erebidae,Cetola,obscurior,1656648096_MNHN_1779_0.jpg,Cetola obscurior,29,5090,2667,1
Geometridae,Oenotrus,opulentissima,1318386378_USNM_10769_0.jpg,Oenotrus opulentissima,37,4794,3198,0
Erebidae,Hypena,taiwana,A35-20160502-054_TESRI_0.jpg,Hypena taiwana,29,5090,2667,1
Pyralidae,Phycitodes,binaevella,1993806238_MISSA_3461_0.jpg,Phycitodes binaevella,75,531,348,14
Nymphalidae,Charaxes,imperialis,1321953822_USNM_3185_0.jpg,Charaxes imperialis,65,4037,1666,4
Papilionidae,Troides,criton,1318685377_USNM_7698_0.jpg,Troides criton,68,1101,365,11
Noctuidae,Scodionyx,mysticus,1883280430_MNHN_2672_0.jpg,Scodionyx mysticus,62,3747,2218,2
Pieridae,Eurema,salome,1317300696_USNM_494_0.jpg,Eurema salome,69,3076,852,9
Noctuidae,Bagisara,pacifica,1838859203_MISSA_1910_0.jpg,Bagisara pacifica,62,3747,2218,2
Lycaenidae,Harpendyreus,major,1039063511_YPM_2664_1.jpg,Harpendyreus major,53,1492,708,6
Pieridae,Delias,pasithoe,1837858690_NHMUK_3677_0.jpg,Delias pasithoe,69,3076,852,9
Noctuidae,Fissipunctia,ypsillon,1503372145_MNHN_3051_0.jpg,Fissipunctia ypsillon,62,3747,2218,2
Saturniidae,Sphingicampa,quadrilineata,1039109614_YPM_1437_1.jpg,Sphingicampa quadrilineata,79,668,312,18
Saturniidae,Saturnia,jonasii,fukudai_V37-20181210-074_TESRI_0.jpg,Saturnia jonasii,79,668,312,18
Pieridae,Infraphulia,illimani,1318391136_USNM_11524_0.jpg,Infraphulia illimani,69,3076,852,9
Noctuidae,Xestia,flavilinea,V37-20181112-053_TESRI_0.jpg,Xestia flavilinea,62,3747,2218,2
Lycaenidae,Mesosemia,philocles,1039042495_YPM_3129_0.jpg,Mesosemia philocles,53,1492,708,6
Saturniidae,Rothschildia,hopfferi,1039080785_YPM_1130_0.jpg,Rothschildia hopfferi,79,668,312,18
Noctuidae,Caradrina,wullschlegeli,1503372144_MNHN_1444_1.jpg,Caradrina wullschlegeli,62,3747,2218,2
Lycaenidae,Curetis,acuta,1039177715_YPM_1278_1.jpg,Curetis acuta,53,1492,708,6
Erebidae,Leucoma,lechrisemata,1913644782_MNHN_2062_0.jpg,Leucoma lechrisemata,29,5090,2667,1
Geometridae,Erastria,coloraria,1932763926_MSU_390_0.jpg,Erastria coloraria,37,4794,3198,0
Nymphalidae,Myscelia,cyaniris,1039145494_YPM_2361_1.jpg,Myscelia cyaniris,65,4037,1666,4
Geometridae,Trichopteryx,terranea,V37-20190218-052_TESRI_0.jpg,Trichopteryx terranea,37,4794,3198,0
Nolidae,Garella,basalis,1563875341_MNHN_1506_1.jpg,Garella basalis,63,338,163,31
Saturniidae,Sphingicampa,bisecta,2432237515_CSU_1486_0.jpg,Sphingicampa bisecta,79,668,312,18
Erebidae,Catocala,actaea,3003634073_TAM_1442_0.jpg,Catocala actaea,29,5090,2667,1
Gelechiidae,Theisoa,constrictella,1585250540_MISSA_282_0.jpg,Theisoa constrictella,36,421,369,20
Noctuidae,Cucullia,omissa,2804291378_CSU_1178_0.jpg,Cucullia omissa,62,3747,2218,2
Noctuidae,Antha,grata,A38-20131001-016_TESRI_0.jpg,Antha grata,62,3747,2218,2
Erebidae,Pangrapta,trilineata,A37-20130418-007_TESRI_0.jpg,Pangrapta trilineata,29,5090,2667,1
Hesperiidae,Euphyes,dion,1039139595_YPM_2356_1.jpg,Euphyes dion,44,1449,589,3
Noctuidae,Polymixis,flavicincta,3017633987_UTE_751_0.jpg,Polymixis flavicincta,62,3747,2218,2
Tortricidae,Arcesis,threnodes,A34-20151209-154_TESRI_0.jpg,Arcesis threnodes,91,901,787,17
Nymphalidae,Danaus,cleophile,1039190736_YPM_2219_0.jpg,Danaus cleophile,65,4037,1666,4
Noctuidae,Deltote,uncula,1847654173_NHMUK_1532_0.jpg,Deltote uncula,62,3747,2218,2
Noctuidae,Callopistria,floridensis,2244420505_MISSA_2937_0.jpg,Callopistria floridensis,62,3747,2218,2
Erebidae,Halysidota,elota,1927458371_MISSA_903_0.jpg,Halysidota elota,29,5090,2667,1
Erebidae,Hypocrita,aletta,1838865781_MISSA_1068_0.jpg,Hypocrita aletta,29,5090,2667,1
Pieridae,Colias,euxanthe,1039115841_YPM_3412_1.jpg,Colias euxanthe,69,3076,852,9
Sphingidae,Theretra,nessus,A37-20170816-102_TESRI_0.jpg,Theretra nessus,84,642,398,10
Hesperiidae,Hesperia,lindseyi,2432268400_CSU_1365_0.jpg,Hesperia lindseyi,44,1449,589,3
Crambidae,Evergestis,vinctalis,1932750560_MSU_1398_0.jpg,Evergestis vinctalis,22,1196,693,7
Sphingidae,Paonias,astylus,1838850248_MISSA_567_0.jpg,Paonias astylus,84,642,398,10
Nymphalidae,Danaus,plexippus,2560697397_UHIM_4_0.jpg,Danaus plexippus,65,4037,1666,4
Erebidae,Bertula,centralis,A43-20160308-016_TESRI_0.jpg,Bertula centralis,29,5090,2667,1
Geometridae,Eretmopus,marinaria,1826441698_NHMUK_3885_0.jpg,Eretmopus marinaria,37,4794,3198,0
Noctuidae,Agrotis,crinigera,2560727691_UHIM_191_0.jpg,Agrotis crinigera,62,3747,2218,2
Hesperiidae,Koruthaialos,sindu,1837857567_NHMUK_5182_0.jpg,Koruthaialos sindu,44,1449,589,3
Geometridae,Perizoma,flavofasciata,1826032234_NHMUK_784_0.jpg,Perizoma flavofasciata,37,4794,3198,0
Geometridae,Pterotaea,memoriata,1321276156_USNM_1856_0.jpg,Pterotaea memoriata,37,4794,3198,0
Erebidae,Crambidia,impura,2432289468_CSU_1804_0.jpg,Crambidia impura,29,5090,2667,1
Noctuidae,Scodionyx,mysticus,1883280430_MNHN_2672_1.jpg,Scodionyx mysticus,62,3747,2218,2
Erebidae,Rhesala,imparata,A35-20151014-046_TESRI_0.jpg,Rhesala imparata,29,5090,2667,1
Tortricidae,Bactra,lacteana,3003608875_TAM_144_0.jpg,Bactra lacteana,91,901,787,17
Lycaenidae,Jamides,elpis,1039136393_YPM_563_1.jpg,Jamides elpis,53,1492,708,6
Sphingidae,Aellopos,fadus,2563888428_YPM_3317_0.jpg,Aellopos fadus,84,642,398,10
Nymphalidae,Aglais,urticae,1039119808_YPM_2127_1.jpg,Aglais urticae,65,4037,1666,4
Geometridae,Antepione,imitata,2432300674_CSU_1965_0.jpg,Antepione imitata,37,4794,3198,0
Notodontidae,Rachia,lineata,A58-20180610-102_TESRI_0.jpg,Rachia lineata,64,739,528,15
Sphingidae,Opistoclanis,hawkeri,1882416151_NHMUK_3917_0.jpg,Opistoclanis hawkeri,84,642,398,10
Geometridae,Lobophora,ebriola,1317773929_USNM_2974_0.jpg,Lobophora ebriola,37,4794,3198,0
Crambidae,Pyrausta,napaealis,1897267332_MISSA_413_0.jpg,Pyrausta napaealis,22,1196,693,7
Erebidae,Catocala,nubilia,3003684305_TAM_1031_0.jpg,Catocala nubilia,29,5090,2667,1
Noctuidae,Cucullia,simoneaui,1671692065_MNHN_1609_0.jpg,Cucullia simoneaui,62,3747,2218,2
Geometridae,Eupithecia,macreus,1320565054_USNM_558_0.jpg,Eupithecia macreus,37,4794,3198,0
Geometridae,Chrysocraspeda,sanguinea,A40-20140924-095_TESRI_0.jpg,Chrysocraspeda sanguinea,37,4794,3198,0
Geometridae,Digrammia,irrorata,1932764268_MSU_857_0.jpg,Digrammia irrorata,37,4794,3198,0
Pieridae,Delias,rothschildi,1826296077_NHMUK_5960_0.jpg,Delias rothschildi,69,3076,852,9
Noctuidae,Plusia,festucae,1883280447_MNHN_2671_1.jpg,Plusia festucae,62,3747,2218,2
Nymphalidae,Neptis,kikideli,1837858476_NHMUK_5542_0.jpg,Neptis kikideli,65,4037,1666,4
Geometridae,Nadagara,subnubila,A35-20140101-065_TESRI_0.jpg,Nadagara subnubila,37,4794,3198,0
Noctuidae,Mageochaeta,malgassica,1587261160_MNHN_815_1.jpg,Mageochaeta malgassica,62,3747,2218,2
Erebidae,Gorgonidia,buckleyi,1838880579_MISSA_2118_0.jpg,Gorgonidia buckleyi,29,5090,2667,1
Saturniidae,Decachorda,bouvieri,1039090747_YPM_2308_1.jpg,Decachorda bouvieri,79,668,312,18
Saturniidae,Paradirphia,semirosea,1039160262_YPM_406_0.jpg,Paradirphia semirosea,79,668,312,18
Hesperiidae,Notamblyscirtes,simius,1039188765_YPM_1787_1.jpg,Notamblyscirtes simius,44,1449,589,3
Erebidae,Hypomolis,thiaucourti,1883279827_MNHN_706_0.jpg,Hypomolis thiaucourti,29,5090,2667,1
Erebidae,Zale,helata,2234820485_MISSA_3479_0.jpg,Zale helata,29,5090,2667,1
Lycaenidae,Alaena,amazoula,1039087844_YPM_3158_0.jpg,Alaena amazoula,53,1492,708,6
Elachistidae,Depressaria,pulcherrimella,3003611731_TAM_203_0.jpg,Depressaria pulcherrimella,24,63,62,29
Erebidae,Isanthrene,monticola,1317953513_USNM_5631_0.jpg,Isanthrene monticola,29,5090,2667,1
Erebidae,Eublemma,viettei,1426045778_MNHN_1203_0.jpg,Eublemma viettei,29,5090,2667,1
Lycaenidae,Pseudolycaena,damo,1039109540_YPM_1690_1.jpg,Pseudolycaena damo,53,1492,708,6
Sphingidae,Manduca,florestan,2243047916_NHMUK_1777_0.jpg,Manduca florestan,84,642,398,10
Lycaenidae,Candalides,heathi,1039151014_YPM_3752_0.jpg,Candalides heathi,53,1492,708,6
Pieridae,Dismorphia,thermesia,1039170488_YPM_1525_0.jpg,Dismorphia thermesia,69,3076,852,9
Nymphalidae,Erebia,sibo,2236803522_NHMUK_6105_0.jpg,Erebia sibo,65,4037,1666,4
Erebidae,Spilarctia,taiwanensis,B12-20120921-003_TESRI_0.jpg,Spilarctia taiwanensis,29,5090,2667,1
Nymphalidae,Lycorea,pasinuntia,1039204086_YPM_1039_1.jpg,Lycorea pasinuntia,65,4037,1666,4
Nymphalidae,Fountainea,eurypyle,1039193550_YPM_3848_0.jpg,Fountainea eurypyle,65,4037,1666,4
Hesperiidae,Pompeius,verna,2432274966_CSU_494_0.jpg,Pompeius verna,44,1449,589,3
Hesperiidae,Hesperia,miriamae,1039043124_YPM_2457_0.jpg,Hesperia miriamae,44,1449,589,3
Erebidae,Calliteara,lunulata,takamukuana_V17-20140322-073_TESRI_0.jpg,Calliteara lunulata,29,5090,2667,1
Lycaenidae,Callophrys,fotis,1039078426_YPM_2297_0.jpg,Callophrys fotis,53,1492,708,6
Erebidae,Corgatha,tornalis,V02-20130930-136_TESRI_0.jpg,Corgatha tornalis,29,5090,2667,1
Noctuidae,Acronicta,strigosa,1847725068_NHMUK_1123_0.jpg,Acronicta strigosa,62,3747,2218,2
Erebidae,Hydrillodes,flavimacula,V37-20180521-038_TESRI_0.jpg,Hydrillodes flavimacula,29,5090,2667,1
Nymphalidae,Episcada,pascua,1317672499_USNM_10028_0.jpg,Episcada pascua,65,4037,1666,4
Geometridae,Physocleora,capruma,1318267409_USNM_7435_0.jpg,Physocleora capruma,37,4794,3198,0
Papilionidae,Graphium,latreillianus,1057157034_NHMUK_5799_0.jpg,Graphium latreillianus,68,1101,365,11
Endromidae,Quentalia,oaxacana,2234819877_MISSA_3664_0.jpg,Quentalia oaxacana,25,49,26,28
Hesperiidae,Callimormus,interpunctata,1039115348_YPM_1924_0.jpg,Callimormus interpunctata,44,1449,589,3
Geometridae,Rhodostrophia,staudingeri,3003642922_TAM_2522_0.jpg,Rhodostrophia staudingeri,37,4794,3198,0
Lycaenidae,Thecla,johnsoni,1039157082_YPM_3075_1.jpg,Thecla johnsoni,53,1492,708,6
Nymphalidae,Catoblepia,berecynthia,1039190870_YPM_1292_1.jpg,Catoblepia berecynthia,65,4037,1666,4
Erebidae,Gampola,sinica,A35-20160307-037_TESRI_0.jpg,Gampola sinica,29,5090,2667,1
Adelidae,Nematopogon,metaxella,3003713747_TAM_781_0.jpg,Nematopogon metaxella,2,33,22,32
Tortricidae,Epinotia,maculana,3003599888_TAM_1890_0.jpg,Epinotia maculana,91,901,787,17
Crambidae,Eudonia,echo,2432338811_CSU_2173_0.jpg,Eudonia echo,22,1196,693,7
Sphingidae,Parum,colligata,A37-20151016-230_TESRI_0.jpg,Parum colligata,84,642,398,10
Notodontidae,Kamalia,tattakana,A32-20110927-056_TESRI_0.jpg,Kamalia tattakana,64,739,528,15
Erebidae,Claterna,sparsipuncta,1587261037_MNHN_2446_1.jpg,Claterna sparsipuncta,29,5090,2667,1
Hesperiidae,Zenonia,zeno,1039099388_YPM_1163_0.jpg,Zenonia zeno,44,1449,589,3
Tortricidae,Epinotia,rectiplicana,1585260610_MISSA_2251_0.jpg,Epinotia rectiplicana,91,901,787,17
Geometridae,Pennithera,lugubris,A68-20180118-012_TESRI_0.jpg,Pennithera lugubris,37,4794,3198,0
Hesperiidae,Pyrrhopyge,phidias,2432277207_CSU_2004_0.jpg,Pyrrhopyge phidias,44,1449,589,3
Erebidae,Colobochyla,saalmuelleralis,1570703389_MNHN_2727_1.jpg,Colobochyla saalmuelleralis,29,5090,2667,1
Noctuidae,Sympistis,greyi,2884390551_CSU_1600_0.jpg,Sympistis greyi,62,3747,2218,2
Hesperiidae,Callimormus,interpunctata,1039115348_YPM_1924_1.jpg,Callimormus interpunctata,44,1449,589,3
Noctuidae,Callopistria,repleta,A35-20180317-090_TESRI_0.jpg,Callopistria repleta,62,3747,2218,2
Erebidae,Cydosia,nobilitella,1838859501_MISSA_3016_0.jpg,Cydosia nobilitella,29,5090,2667,1
Geometridae,Hyposidra,leucomela,A51-20150416-021_TESRI_0.jpg,Hyposidra leucomela,37,4794,3198,0
Hesperiidae,Pyrgus,malvae,1265636508_NHMUK_67_0.jpg,Pyrgus malvae,44,1449,589,3
Lycaenidae,Celastrina,lavendularis,1039099940_YPM_2512_1.jpg,Celastrina lavendularis,53,1492,708,6
Lycaenidae,Ancyluris,etias,1039047186_YPM_3134_0.jpg,Ancyluris etias,53,1492,708,6
Noctuidae,Anorthoa,plumbeata,A52-20160118-001_TESRI_0.jpg,Anorthoa plumbeata,62,3747,2218,2
Geometridae,Menophra,humeraria,V38-20190504-030_TESRI_0.jpg,Menophra humeraria,37,4794,3198,0
Nymphalidae,Euptoieta,hortensia,1039063759_YPM_2665_0.jpg,Euptoieta hortensia,65,4037,1666,4
Geometridae,Brabira,costimacula,V37-20180521-149_TESRI_0.jpg,Brabira costimacula,37,4794,3198,0
Sphingidae,Sphinx,ligustri,3003643099_TAM_1634_0.jpg,Sphinx ligustri,84,642,398,10
Noctuidae,Tiliacea,citrago,1847690606_NHMUK_1044_0.jpg,Tiliacea citrago,62,3747,2218,2
Geometridae,Probole,nepiasaria,2432329316_CSU_845_0.jpg,Probole nepiasaria,37,4794,3198,0
Pyralidae,Dioryctria,ebeli,1988586736_MISSA_2547_0.jpg,Dioryctria ebeli,75,531,348,14
