Family,Subfamily,Genus,Species,SciName,Number,Source,Family_encode,Fam_Sample,Fam_Specie
Erebidae,Boletobiinae,Panilla,minor,Panilla minor,V38-20180602-029,TESRI,27,5150,2706
Noctuidae,Noctuinae,Orthosia,miniosa,Orthosia miniosa,3017576620,UTE,58,3700,2182
Erebidae,Aventiinae,Laspeyria,ruficeps,Laspeyria ruficeps,A35-20130605-042,TESRI,27,5150,2706
Nymphalidae,Charaxinae,Euxanthe,eurinome,Euxanthe eurinome,1039050269,YPM,61,3999,1655
Erebidae,Erebinae,Catocala,pretiosa,Catocala pretiosa,2013053832,MISSA,27,5150,2706
Erebidae,Ctenuchinae,Loxophlebia,egregia,Loxophlebia egregia,1320105368,USNM,27,5150,2706
Lycaenidae,Polyommatinae,Anthene,ligures,Anthene ligures,1039093624,YPM,48,1283,600
Noctuidae,Noctuinae,Mentaxya,inconstans,Mentaxya inconstans,1675317207,MNHN,58,3700,2182
Sphingidae,Macroglossinae,Hemaris,diffinis,Hemaris diffinis,2432236100,CSU,79,641,398
Sphingidae,Sphinginae,Sphinx,vashti,Sphinx vashti,2432360712,CSU,79,641,398
Geometridae,Larentiinae,Anticlea,canaliculata,Anticlea canaliculata,A48-20150318-054,TESRI,34,4684,3138
Erebidae,Erebinae,Nagia,linteola,Nagia linteola,1457364900,MNHN,27,5150,2706
Pterophoridae,Pterophorinae,Amblyptilia,pica,Amblyptilia pica,1932680697,MSU,70,43,39
Nymphalidae,Nymphalinae,Tigridia,acesta,Tigridia acesta,1039106953,YPM,61,3999,1655
Papilionidae,Papilioninae,Ornithoptera,rothschildi,Ornithoptera rothschildi,2446106139,NHMUK,64,1096,364
Geometridae,Ennominae,Periclina,yvonina,Periclina yvonina,1317983775,USNM,34,4684,3138
Nymphalidae,Satyrinae,Cepheuptychia,glaucina,Cepheuptychia glaucina,1039190561,YPM,61,3999,1655
Crambidae,Spilomelinae,Syllepte,pactolalis,Syllepte pactolalis,1993807536,MISSA,19,1196,693
Geometridae,Geometrinae,Chlorochaeta,delicatior,Chlorochaeta delicatior,3003738922,TAM,34,4684,3138
Erebidae,Herminiinae,Hydrillodes,torsivena,Hydrillodes torsivena,A41-20140325-029,TESRI,27,5150,2706
Nymphalidae,Satyrinae,Neope,muirheadi,Neope muirheadi,nagasawae,V08-20140719-039,61,3999,1655
Erebidae,Erebinae,Catocala,junctura,Catocala junctura,2432357396,CSU,27,5150,2706
Geometridae,Ennominae,Nipteria,lexuria,Nipteria lexuria,1321803366,USNM,34,4684,3138
Erebidae,Pericopinae,Chetone,phyleis,Chetone phyleis,1838877297,MISSA,27,5150,2706
Noctuidae,Acronictinae,Acronicta,albistigma,Acronicta albistigma,A61-20171018-114,TESRI,58,3700,2182
Pieridae,Pierinae,Delias,doylei,Delias doylei,1321831487,USNM,65,3082,856
Geometridae,Ennominae,Ophthalmophora,farantes,Ophthalmophora farantes,1317296804,USNM,34,4684,3138
Pieridae,Coliadinae,Colias,hyperborea,Colias hyperborea,1317801655,USNM,65,3082,856
Noctuidae,Cuculliinae,Oncocnemis,cibalis,Oncocnemis cibalis,2432336508,CSU,58,3700,2182
Noctuidae,Noctuinae,Papaipema,arctivorens,Papaipema arctivorens,2268760575,MISSA,58,3700,2182
Saturniidae,Hemileucinae,Cerodirphia,speciosa,Cerodirphia speciosa,1039031770,YPM,74,676,311
Crambidae,Nymphulinae,Petrophila,jaliscalis,Petrophila jaliscalis,2432339681,CSU,19,1196,693
Saturniidae,Ceratocampinae,Eacles,penelope,Eacles penelope,1039070838,YPM,74,676,311
Noctuidae,Noctuinae,Lycophotia,porphyrea,Lycophotia porphyrea,3003608778,TAM,58,3700,2182
Tortricidae,Tortricinae,Platynota,iridana,Platynota iridana,1317988703,USNM,84,938,802
Pieridae,Pierinae,Leodonta,dysoni,Leodonta dysoni,1039181723,YPM,65,3082,856
Noctuidae,Cuculliinae,Polymixis,flavicincta,Polymixis flavicincta,1883280528,MNHN,58,3700,2182
Geometridae,Ennominae,Paleacrita,vernata,Paleacrita vernata,2432362539,CSU,34,4684,3138
Pieridae,Dismorphiinae,Dismorphia,thermesia,Dismorphia thermesia,1039170488,YPM,65,3082,856
Crambidae,Spilomelinae,Hodebertia,testalis,Hodebertia testalis,A57-20160624-014,TESRI,19,1196,693
Noctuidae,Noctuinae,Xestia,normaniana,Xestia normaniana,2432339232,CSU,58,3700,2182
Noctuidae,Bryophilinae,Cryphia,blepharista,Cryphia blepharista,1883280597,MNHN,58,3700,2182
Noctuidae,Cuculliinae,Lithophane,ornitopus,Lithophane ornitopus,1847656169,NHMUK,58,3700,2182
Pieridae,Pierinae,Delias,prouti,Delias prouti,1320744618,USNM,65,3082,856
Nymphalidae,Nymphalinae,Eresia,polina,Eresia polina,1039088212,YPM,61,3999,1655
Crambidae,Spilomelinae,Tyspanodes,striata,Tyspanodes striata,A43-20160308-222,TESRI,19,1196,693
Notodontidae,Heterocampinae,Harpyia,formosicola,Harpyia formosicola,V37-20181008-067,TESRI,60,741,530
Geometridae,Ennominae,Hydatocapnia,gemina,Hydatocapnia gemina,A35-20150409-114,TESRI,34,4684,3138
Geometridae,Larentiinae,Asthena,melanosticta,Asthena melanosticta,A41-20170717-007,TESRI,34,4684,3138
Noctuidae,Cuculliinae,Dasypolia,templi,Dasypolia templi,1849083565,NHMUK,58,3700,2182
Limacodidae,Unassigned,Flavinarosa,obscura,Flavinarosa obscura,A76-20190604-193,TESRI,47,150,72
Notodontidae,Periergosinae,Ellida,arcuata,Ellida arcuata,A41-20180226-124,TESRI,60,741,530
Sphingidae,Sphinginae,Macropoliana,afarorum,Macropoliana afarorum,1020747749,MNHN,79,641,398
Noctuidae,Bagisarinae,Amyna,acuta,Amyna acuta,1424788299,MNHN,58,3700,2182
Geometridae,Geometrinae,Comostola,laesaria,Comostola laesaria,A35-20160712-027,TESRI,34,4684,3138
Hesperiidae,Pyrginae,Cogia,outis,Cogia outis,2432275663,CSU,39,1463,597
Erebidae,Arctiinae,Euerythra,trimaculata,Euerythra trimaculata,1838867751,MISSA,27,5150,2706
Hesperiidae,Hesperiinae,Ochlodes,venata,Ochlodes venata,3003609048,TAM,39,1463,597
Lycaenidae,Theclinae,Electrostrymon,hugon,Electrostrymon hugon,1039093074,YPM,48,1283,600
Nymphalidae,Heliconiinae,Acraea,obeira,Acraea obeira,1039035896,YPM,61,3999,1655
Geometridae,Larentiinae,Orthonama,obstipata,Orthonama obstipata,A74-20190130-003,TESRI,34,4684,3138
Tortricidae,Olethreutinae,Episimus,augmentana,Episimus augmentana,1585210473,MISSA,84,938,802
Nymphalidae,Danainae,Amauris,crawshayi,Amauris crawshayi,1039051111,YPM,61,3999,1655
Glyphipterigidae,Acrolepiinae,Acrolepiopsis,assectella,Acrolepiopsis assectella,3003608821,TAM,35,10,10
Pyralidae,Phycitinae,Phycitodes,saxicola,Phycitodes saxicola,2244398863,NHMUK,71,530,347
Crambidae,Scopariinae,Scoparia,basistrigalis,Scoparia basistrigalis,2273926498,NHMUK,19,1196,693
Saturniidae,Arsenurinae,Copiopteryx,derceto,Copiopteryx derceto,1039061136,YPM,74,676,311
Tortricidae,Olethreutinae,Gretchena,nymphana,Gretchena nymphana,1838887267,MISSA,84,938,802
Nymphalidae,Satyrinae,Ypthima,asterope,Ypthima asterope,1039092508,YPM,61,3999,1655
Noctuidae,Noctuinae,Orthosia,opima,Orthosia opima,3017417656,UTE,58,3700,2182
Pieridae,Coliadinae,Gonepteryx,aspasia,Gonepteryx aspasia,3017636331,UTE,65,3082,856
Geometridae,Ennominae,Hypochrosis,insularis,Hypochrosis insularis,A52-20151110-142,TESRI,34,4684,3138
Nymphalidae,Biblidinae,Cyrestis,acilia,Cyrestis acilia,1039050920,YPM,61,3999,1655
Noctuidae,Noctuinae,Diarsia,guadarramensis,Diarsia guadarramensis,1499291602,MNHN,58,3700,2182
Nymphalidae,Charaxinae,Charaxes,plateni,Charaxes plateni,1319573487,USNM,61,3999,1655
Erebidae,Lymantriinae,Pida,decolorata,Pida decolorata,maculosa,A61-20181122-029,27,5150,2706
Hesperiidae,Megathyminae,Agathymus,remingtoni,Agathymus remingtoni,1039140189,YPM,39,1463,597
Pieridae,Pierinae,Leodonta,zenobia,Leodonta zenobia,1322659804,USNM,65,3082,856
Hesperiidae,Megathyminae,Megathymus,beulahae,Megathymus beulahae,1039113573,YPM,39,1463,597
Erebidae,Lymantriinae,Jabaina,albimacula,Jabaina albimacula,1913644931,MNHN,27,5150,2706
Geometridae,Ennominae,Agaraeus,discolor,Agaraeus discolor,A43-20160713-065,TESRI,34,4684,3138
Papilionidae,Papilioninae,Graphium,ridleyanus,Graphium ridleyanus,1039054527,YPM,64,1096,364
Geometridae,Ennominae,Ultralcis,latipennis,Ultralcis latipennis,1932625672,MSU,34,4684,3138
Oecophoridae,Oecophorinae,Borkhausenia,minutella,Borkhausenia minutella,3003604818,TAM,62,70,65
Nymphalidae,Apaturinae,Mimathyma,schrenckii,Mimathyma schrenckii,1039158164,YPM,61,3999,1655
Erebidae,Ctenuchinae,Mesothen,montana,Mesothen montana,1838882279,MISSA,27,5150,2706
Lycaenidae,Polyommatinae,Euphilotes,columbiae,Euphilotes columbiae,1039160045,YPM,48,1283,600
Papilionidae,Papilioninae,Papilio,indra,Papilio indra,1321228254,USNM,64,1096,364
Hesperiidae,Pyrginae,Phocides,urania,Phocides urania,2432273198,CSU,39,1463,597
Geometridae,Larentiinae,Eupithecia,tenebricosa,Eupithecia tenebricosa,1321640222,USNM,34,4684,3138
Nolidae,Nolinae,Meganola,arcanalis,Meganola arcanalis,1883279643,MNHN,59,318,153
Geometridae,Ennominae,Hypomecis,separata,Hypomecis separata,1836106525,NHMUK,34,4684,3138
Geometridae,Sterrhinae,Cyclophora,ruficiliaria,Cyclophora ruficiliaria,3003600339,TAM,34,4684,3138
Pieridae,Pierinae,Glutophrissa,epaphia,Glutophrissa epaphia,1039092046,YPM,65,3082,856
Crambidae,Spilomelinae,Polythlipta,divaricata,Polythlipta divaricata,A46-20160426-125,TESRI,19,1196,693
Papilionidae,Papilioninae,Chilasa,paradoxa,Chilasa paradoxa,1837857330,NHMUK,64,1096,364
Pyralidae,Phycitinae,Peoria,approximella,Peoria approximella,1932624722,MSU,71,530,347
Tortricidae,Olethreutinae,Bactra,priapeia,Bactra priapeia,1585227799,MISSA,84,938,802
Erebidae,Arctiinae,Agaraea,semivitrea,Agaraea semivitrea,1838875023,MISSA,27,5150,2706
Hepialidae,Unassigned,Triodia,sylvina,Triodia sylvina,1585248326,MISSA,38,33,25
Limacodidae,Unassigned,Setora,postornata,Setora postornata,V36-20180818-235,TESRI,47,150,72
Limacodidae,Unassigned,Alarodia,slossoniae,Alarodia slossoniae,1585226043,MISSA,47,150,72
Noctuidae,Strepsimaninae,Schrankia,microscopica,Schrankia microscopica,1424788325,MNHN,58,3700,2182
Hesperiidae,Trapezitinae,Hewitsonia,intermedia,Hewitsonia intermedia,1039099256,YPM,39,1463,597
Noctuidae,Noctuinae,Agrotis,orthogonia,Agrotis orthogonia,2432347868,CSU,58,3700,2182
Crambidae,Spilomelinae,Lygropia,octonalis,Lygropia octonalis,1932753818,MSU,19,1196,693
Lycaenidae,Theclinae,Thecla,rana,Thecla rana,1319419021,USNM,48,1283,600
Sphingidae,Smerinthinae,Orecta,acuminata,Orecta acuminata,1826388366,NHMUK,79,641,398
Geometridae,Ennominae,Nipteria,marginata,Nipteria marginata,1319567009,USNM,34,4684,3138
Notodontidae,Notodontinae,Liparopsis,postalbida,Liparopsis postalbida,V11-20150126-023,TESRI,60,741,530
Saturniidae,Saturniinae,Saturnia,pavonia,Saturnia pavonia,1039159416,YPM,74,676,311
Nymphalidae,Morphinae,Taenaris,rothschildi,Taenaris rothschildi,1826296229,NHMUK,61,3999,1655
Pieridae,Pierinae,Melete,polyhymnia,Melete polyhymnia,1039086157,YPM,65,3082,856
Tortricidae,Olethreutinae,Catoptria,latiradiellus,Catoptria latiradiellus,2013054007,MISSA,84,938,802
Nymphalidae,Tellervinae,Tellervo,septentrionis,Tellervo septentrionis,1039083702,YPM,61,3999,1655
Nymphalidae,Satyrinae,Chazara,briseis,Chazara briseis,1039149093,YPM,61,3999,1655
Nymphalidae,Satyrinae,Bicyclus,sophrosyne,Bicyclus sophrosyne,1039199188,YPM,61,3999,1655
Noctuidae,Cuculliinae,Cucullia,eccissica,Cucullia eccissica,2432339680,CSU,58,3700,2182
Geometridae,Larentiinae,Telenomeuta,punctimarginaria,Telenomeuta punctimarginaria,A38-20140925-106,TESRI,34,4684,3138
Notodontidae,Heterocampinae,Disphragis,laosoma,Disphragis laosoma,1321230952,USNM,60,741,530
Erebidae,Erebinae,Platyja,minutipuncta,Platyja minutipuncta,V31-20170520-004,TESRI,27,5150,2706
Tortricidae,Tortricinae,Avaria,hyerana,Avaria hyerana,1585233597,MISSA,84,938,802
Geometridae,Ennominae,Cystidia,truncangulata,Cystidia truncangulata,3003643056,TAM,34,4684,3138
Noctuidae,Noctuinae,Callyna,contracta,Callyna contracta,A41-20190325-052,TESRI,58,3700,2182
Noctuidae,Noctuinae,Euxoa,recussa,Euxoa recussa,3003609998,TAM,58,3700,2182
Geometridae,Larentiinae,Eupithecia,clavifera,Eupithecia clavifera,A48-20160118-034,TESRI,34,4684,3138
Noctuidae,Cuculliinae,Atethmia,centrago,Atethmia centrago,1849080245,NHMUK,58,3700,2182
Pieridae,Pierinae,Delias,endela,Delias endela,1320373627,USNM,65,3082,856
Pieridae,Coliadinae,Colias,sagartia,Colias sagartia,3017474306,UTE,65,3082,856
Nymphalidae,Satyrinae,Pseudochazara,anthelea,Pseudochazara anthelea,2243049153,NHMUK,61,3999,1655
Erebidae,Ctenuchinae,Histioea,bellatrix,Histioea bellatrix,1883280258,MNHN,27,5150,2706
Pieridae,Pierinae,Appias,celestina,Appias celestina,1319071416,USNM,65,3082,856
Noctuidae,Noctuinae,Noctua,pronuba,Noctua pronuba,3017417689,UTE,58,3700,2182
Sphingidae,Smerinthinae,Clanidopsis,exusta,Clanidopsis exusta,1882416112,NHMUK,79,641,398
Hesperiidae,Hesperiinae,Pelopidas,agna,Pelopidas agna,1039116705,YPM,39,1463,597
Pieridae,Coliadinae,Eurema,elathea,Eurema elathea,2236803270,NHMUK,65,3082,856
Nymphalidae,Heliconiinae,Acraea,johnstoni,Acraea johnstoni,1039090939,YPM,61,3999,1655
Pieridae,Dismorphiinae,Enantia,jethys,Enantia jethys,1321409776,USNM,65,3082,856
Geometridae,Ennominae,Psilalcis,diorthogonia,Psilalcis diorthogonia,A58-20180520-397,TESRI,34,4684,3138
Lycaenidae,Polyommatinae,Brephidium,exile,Brephidium exile,1039046075,YPM,48,1283,600
Sphingidae,Sphinginae,Poliana,wintgensi,Poliana wintgensi,1882416124,NHMUK,79,641,398
Choreutidae,Choreutinae,Choreutis,pariana,Choreutis pariana,3003689478,TAM,15,31,20
Crambidae,Spilomelinae,Daulia,afralis,Daulia afralis,A42-20180613-131,TESRI,19,1196,693
Lycaenidae,Poritiinae,Citrinophila,erastus,Citrinophila erastus,1039091131,YPM,48,1283,600
Nymphalidae,Danainae,Danaus,chrysippus,Danaus chrysippus,1056661917,NHMUK,61,3999,1655
Erebidae,Arctiinae,Nudaria,diaphanella,Nudaria diaphanella,A70-20180629-013,TESRI,27,5150,2706
Erebidae,Aventiinae,Cerynea,igniaria,Cerynea igniaria,A37-20140729-012,TESRI,27,5150,2706
Noctuidae,Noctuinae,Peridroma,cinctipennis,Peridroma cinctipennis,2560743977,UHIM,58,3700,2182
Erebidae,Lithosiinae,Callisthenia,ruficollis,Callisthenia ruficollis,1883280100,MNHN,27,5150,2706
Geometridae,Sterrhinae,Semaeopus,discosa,Semaeopus discosa,1322374603,USNM,34,4684,3138
Sphingidae,Macroglossinae,Cechetra,subangustata,Cechetra subangustata,A43-20170426-142,TESRI,79,641,398
Gelechiidae,Gelechiinae,Chionodes,praetor,Chionodes praetor,1585242802,MISSA,33,410,359
Geometridae,Larentiinae,Hydriomena,similaris,Hydriomena similaris,2432292858,CSU,34,4684,3138
Tortricidae,Olethreutinae,Gretchena,concubitana,Gretchena concubitana,1838886609,MISSA,84,938,802
Noctuidae,Noctuinae,Ethioterpia,toulgoeti,Ethioterpia toulgoeti,1563875487,MNHN,58,3700,2182
Noctuidae,Noctuinae,Proragrotis,longidens,Proragrotis longidens,2432374782,CSU,58,3700,2182
Cossidae,Hypoptinae,Givira,delindae,Givira delindae,2235868641,USNM,18,44,26
Notodontidae,Notodontinae,Pheosiopsis,lusciniola,Pheosiopsis lusciniola,V37-20190408-057,TESRI,60,741,530
Pterophoridae,Pterophorinae,Amblyptilia,pica,Amblyptilia pica,1838866318,MISSA,70,43,39
Euteliidae,Euteliinae,Penicillaria,maculata,Penicillaria maculata,A76-20190604-041,TESRI,31,97,53
Erebidae,Lithosiinae,Clemensia,toulgoeti,Clemensia toulgoeti,1883280211,MNHN,27,5150,2706
Nymphalidae,Charaxinae,Charaxes,dilutus,Charaxes dilutus,1039177021,YPM,61,3999,1655
Hesperiidae,Hesperiinae,Thespieus,macareus,Thespieus macareus,2432268688,CSU,39,1463,597
Pieridae,Pierinae,Delias,argentata,Delias argentata,1321080264,USNM,65,3082,856
Noctuidae,Noctuinae,Apamea,inficita,Apamea inficita,2268759593,MISSA,58,3700,2182
Erebidae,Arctiinae,Spilarctia,taiwanensis,Spilarctia taiwanensis,B12-20120921-003,TESRI,27,5150,2706
Geometridae,Geometrinae,Chlorissa,anadema,Chlorissa anadema,3003644952,TAM,34,4684,3138
Pieridae,Coliadinae,Zerene,eurydice,Zerene eurydice,1320288757,USNM,65,3082,856
Lasiocampidae,Lasiocampinae,Euthrix,potatoria,Euthrix potatoria,3003609051,TAM,44,159,68
Lycaenidae,Theclinae,Philiris,baiteta,Philiris baiteta,2236804223,NHMUK,48,1283,600
Eupterotidae,Eupterotinae,Eupterote,lineosa,Eupterote lineosa,1882416371,NHMUK,30,32,22
Notodontidae,Notodontinae,Benbowia,takamukuanus,Benbowia takamukuanus,A58-20170303-055,TESRI,60,741,530
Pieridae,Pierinae,Colotis,fausta,Colotis fausta,1039093399,YPM,65,3082,856
Erebidae,Arctiinae,Eucereon,discolor,Eucereon discolor,1838871507,MISSA,27,5150,2706
Erebidae,Boletobiinae,Condate,purpurea,Condate purpurea,A58-20180610-024,TESRI,27,5150,2706
Hesperiidae,Pyrginae,Caicella,caicus,Caicella caicus,2432366608,CSU,39,1463,597
Erebidae,Arctiinae,Pareuchaetes,insulata,Pareuchaetes insulata,1838866850,MISSA,27,5150,2706
Sphingidae,Macroglossinae,Acosmerycoides,harterti,Acosmerycoides harterti,A32-20120725-095,TESRI,79,641,398
Erebidae,Arctiinae,Spilosoma,nivea,Spilosoma nivea,3003643128,TAM,27,5150,2706
Erebidae,Erebinae,Catocala,grotiana,Catocala grotiana,2244420309,MISSA,27,5150,2706
Erebidae,Hypeninae,Hypena,viettei,Hypena viettei,1427575397,MNHN,27,5150,2706
Erebidae,Lithosiinae,Cisthene,kentuckiensis,Cisthene kentuckiensis,1838850145,MISSA,27,5150,2706
Notodontidae,Notodontinae,Metriaeschra,apatela,Metriaeschra apatela,elegans,V03-20130606-158,60,741,530
Noctuidae,Plusiinae,Autographa,californica,Autographa californica,2467780063,CSU,58,3700,2182
Nymphalidae,Nymphalinae,Eresia,casiphia,Eresia casiphia,1039164003,YPM,61,3999,1655
Sphingidae,Smerinthinae,Pachysphinx,occidentalis,Pachysphinx occidentalis,2432281119,CSU,79,641,398
Pieridae,Pierinae,Appias,melania,Appias melania,1039193375,YPM,65,3082,856
Geometridae,Sterrhinae,Flavinia,jalapae,Flavinia jalapae,1318073837,USNM,34,4684,3138
Nymphalidae,Nymphalinae,Melitaea,cinxia,Melitaea cinxia,1039072211,YPM,61,3999,1655
Pterophoridae,Pterophorinae,Emmelina,monodactyla,Emmelina monodactyla,1882809031,MISSA,70,43,39
Notodontidae,Heterocampinae,Betashachia,angustipennis,Betashachia angustipennis,angustipennis,A43-20160906-091,60,741,530
Pieridae,Pierinae,Nepheronia,argia,Nepheronia argia,1321859654,USNM,65,3082,856
Nymphalidae,Nymphalinae,Vanessa,atalanta,Vanessa atalanta,1039199818,YPM,61,3999,1655
Erebidae,Erebinae,Massala,obvertens,Massala obvertens,1838843785,MISSA,27,5150,2706
Geometridae,Larentiinae,Pennithera,subcomis,Pennithera subcomis,V12-20131223-018,TESRI,34,4684,3138
Noctuidae,Noctuinae,Mythimna,renoui,Mythimna renoui,1990804921,MNHN,58,3700,2182
Geometridae,Geometrinae,Aplodes,strigataria,Aplodes strigataria,1319996006,USNM,34,4684,3138
Nymphalidae,Heliconiinae,Actinote,thalia,Actinote thalia,1039052736,YPM,61,3999,1655
Lycaenidae,Poritiinae,Iridopsis,fragilaria,Iridopsis fragilaria,2432312916,CSU,48,1283,600
Nymphalidae,Heliconiinae,Acraea,ansorgei,Acraea ansorgei,1039105712,YPM,61,3999,1655
Pieridae,Dismorphiinae,Leptidea,duponcheli,Leptidea duponcheli,1321298833,USNM,65,3082,856
Papilionidae,Papilioninae,Papilio,helenus,Papilio helenus,2236803835,NHMUK,64,1096,364
Erebidae,Arctiinae,Cyana,hamata,Cyana hamata,hamata,A34-20151006-066,27,5150,2706
Erebidae,Calpinae,Calyptra,orthograpta,Calyptra orthograpta,A76-20190409-066,TESRI,27,5150,2706
Erebidae,Lithosiinae,Crambidia,cephalica,Crambidia cephalica,1838852702,MISSA,27,5150,2706
Tortricidae,Olethreutinae,Epiblema,turbidana,Epiblema turbidana,1838885160,MISSA,84,938,802
Erebidae,Erebinae,Hamodes,propitia,Hamodes propitia,V17-20140816-009,TESRI,27,5150,2706
Papilionidae,Papilioninae,Graphium,almansor,Graphium almansor,1039099852,YPM,64,1096,364
Erebidae,Herminiinae,Herminia,decipiens,Herminia decipiens,A35-20180317-032,TESRI,27,5150,2706
Pyralidae,Pyralinae,Herculia,pelasgalis,Herculia pelasgalis,A41-20180813-369,TESRI,71,530,347
Nymphalidae,Ithomiinae,Oleria,zea,Oleria zea,2301952559,YPM,61,3999,1655
Erebidae,Lymantriinae,Pantana,pluto,Pantana pluto,V40-20190621-037,TESRI,27,5150,2706
Metarbelidae,Unassigned,Indarbela,watsoni,Indarbela watsoni,1056564050,NHMUK,52,7,6
Nymphalidae,Satyrinae,Hyponephele,lupinus,Hyponephele lupinus,1039175095,YPM,61,3999,1655
Erebidae,Herminiinae,Simplicia,discosticta,Simplicia discosticta,A42-20160112-057,TESRI,27,5150,2706
Geometridae,Ennominae,Selidosema,brunnearia,Selidosema brunnearia,1826326951,NHMUK,34,4684,3138
Pieridae,Coliadinae,Colias,alexandra,Colias alexandra,1039069591,YPM,65,3082,856
Gelechiidae,Gelechiinae,Sattleria,izoardi,Sattleria izoardi,1585258779,MISSA,33,410,359
Crambidae,Spilomelinae,Parotis,laceritalis,Parotis laceritalis,A49-20150415-060,TESRI,19,1196,693
Nymphalidae,Satyrinae,Pseudohaetera,hypaesia,Pseudohaetera hypaesia,1039068755,YPM,61,3999,1655
Erebidae,Herminiinae,Adrapsa,quadrilinealis,Adrapsa quadrilinealis,A42-20140430-010,TESRI,27,5150,2706
Geometridae,Ennominae,Chiasmia,kanshireiensis,Chiasmia kanshireiensis,A35-20170425-109,TESRI,34,4684,3138
Notodontidae,Unassigned,Hemiceras,egregia,Hemiceras egregia,1317734623,USNM,60,741,530
Notodontidae,Spataliinae,Ginshachia,elongata,Ginshachia elongata,A61-20181122-059,TESRI,60,741,530
Drepanidae,Drepaninae,Cilix,glaucata,Cilix glaucata,3003644109,TAM,21,318,131
Nymphalidae,Charaxinae,Agrias,aedon,Agrias aedon,1320347449,USNM,61,3999,1655
Tortricidae,Olethreutinae,Olethreutes,devotana,Olethreutes devotana,1838875725,MISSA,84,938,802
Endromidae,Prismostictinae,Oberthueria,formosibia,Oberthueria formosibia,A41-20180418-190,TESRI,23,34,11
Pieridae,Coliadinae,Colias,myrmidone,Colias myrmidone,3003643166,TAM,65,3082,856
Geometridae,Larentiinae,Mesotype,didymata,Mesotype didymata,1825968369,NHMUK,34,4684,3138
Lycaenidae,Polyommatinae,Uranothauma,delatorum,Uranothauma delatorum,1039154844,YPM,48,1283,600
Crambidae,Spilomelinae,Palpita,asiaticalis,Palpita asiaticalis,A35-20171023-078,TESRI,19,1196,693
Geometridae,Ennominae,Psamatodes,abydata,Psamatodes abydata,2432338180,CSU,34,4684,3138
Tineidae,Nemapogoninae,Nemapogon,cloacella,Nemapogon cloacella,1585224699,MISSA,82,102,85
Noctuidae,Acronictinae,Andropolia,diversilineata,Andropolia diversilineata,2268760897,MISSA,58,3700,2182
