,Taxon,Sex,Name,Suborder,Family,Species
149,Macroheterocera|Saturniidae|Actias sinensis subaurea,Male,Actias sinensis subaurea_male_AcademiaSinica_800,Macroheterocera,Saturniidae,Actias sinensis subaurea
150,Macroheterocera|Noctuidae|Xyleninae|Actinotia intermediata,Female,Actinotia intermediata_female_Chilan_21-VII-2016_JCHaung_01_1,Macroheterocera,Noctuidae,Actinotia intermediata
151,Macroheterocera|Erebidae|Herminiinae|Adrapsa ablualis,Female,Adrapsa ablualis_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa ablualis
152,Macroheterocera|Erebidae|Herminiinae|Adrapsa ablualis,Male,Adrapsa ablualis_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsa ablualis
153,Macroheterocera|Erebidae|Herminiinae|Adrapsa incertalis,Female,"Adrapsa incertalis Leech, 1900_female_NMNS201304_0_800px",Macroheterocera,Erebidae,Adrapsa incertalis
154,Macroheterocera|Erebidae|Herminiinae|Adrapsa incertalis,Female,Adrapsa incertalis_female_NSMT2016_01,Macroheterocera,Erebidae,Adrapsa incertalis
155,Macroheterocera|Erebidae|Herminiinae|Adrapsa incertalis,Male,Adrapsa incertalis_male_20120927-037_BMNH,Macroheterocera,Erebidae,Adrapsa incertalis
156,Macroheterocera|Erebidae|Herminiinae|Adrapsa incertalis,Male,Adrapsa inconstalis_male_NMNS201304_800px,Macroheterocera,Erebidae,Adrapsa incertalis
157,Macroheterocera|Erebidae|Herminiinae|Adrapsa mediana,Female,Adrapsa mediana_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa mediana
158,Macroheterocera|Erebidae|Herminiinae|Adrapsa mediana,Male,Adrapsa mediana_male_Taiwan_NSMT_01.jpeg_800px,Macroheterocera,Erebidae,Adrapsa mediana
159,Macroheterocera|Erebidae|Herminiinae|Adrapsa notigera,Female,Adrapsa notigera_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa notigera
160,Macroheterocera|Erebidae|Herminiinae|Adrapsa notigera,Male,Adrapsa notigera_male_FBG_TFRI_800px,Macroheterocera,Erebidae,Adrapsa notigera
161,Macroheterocera|Erebidae|Herminiinae|Adrapsa ochracea,Female,Adrapsa ochracea_female_Souka_dissected_TFRI_800px,Macroheterocera,Erebidae,Adrapsa ochracea
162,Macroheterocera|Erebidae|Herminiinae|Adrapsa ochracea,Male,Adrapsa ochracea_male_Shouka_TFRI_800px,Macroheterocera,Erebidae,Adrapsa ochracea
163,Macroheterocera|Erebidae|Herminiinae|Adrapsa ochracea,Male,Adrapsa ochracea_male_Tianwan_TFRI_800px,Macroheterocera,Erebidae,Adrapsa ochracea
164,Macroheterocera|Erebidae|Herminiinae|Adrapsa quadrilinealis,Female,Adrapsa quadrilinea_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa quadrilinealis
165,Macroheterocera|Erebidae|Herminiinae|Adrapsa quadrilinealis,Male,Adrapsa quadrilinea_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsa quadrilinealis
166,Macroheterocera|Erebidae|Herminiinae|Adrapsa rivulata,Female,Adrapsa rivulata_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa rivulata
167,Macroheterocera|Erebidae|Herminiinae|Adrapsa rivulata,Female,Adrapsa rivulata_female_Tianwan_2-VII-2014_SWu&WCChang_01_TFRI_800px,Macroheterocera,Erebidae,Adrapsa rivulata
168,Macroheterocera|Erebidae|Herminiinae|Adrapsa rivulata,Male,Adrapsa rivulata_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsa rivulata
169,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Female,Adrapsa simplex_female_Cilan_4-V-2018_SWu_TFRI_06_800,Macroheterocera,Erebidae,Adrapsa simplex
170,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Female,Adrapsa simplex_female_Fushan_11-IV-2015_SWu_06_1_TFRI_800px,Macroheterocera,Erebidae,Adrapsa simplex
171,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Female,Adrapsa simplex_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa simplex
172,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Male,Adrapsa simplex_male_Guanyindong_Logon_07_TFRI_800px,Macroheterocera,Erebidae,Adrapsa simplex
173,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Male,Adrapsa simplex_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsa simplex
174,Macroheterocera|Erebidae|Herminiinae|Adrapsa simplex,Male,Adrapsa simplex_male__Meifeng_20-VII-2015_37_1_1_TFRI_800px,Macroheterocera,Erebidae,Adrapsa simplex
175,Macroheterocera|Erebidae|Herminiinae|Adrapsa subnotigera,Female,Adrapsa subnotigera_female_ESRI_01_dissected,Macroheterocera,Erebidae,Adrapsa subnotigera
176,Macroheterocera|Erebidae|Herminiinae|Adrapsa subnotigera,Female,Adrapsa subnotigera_female_Jianshi_8-VI-2018_SWuSSWUWCChange_TFRI029077_1,Macroheterocera,Erebidae,Adrapsa subnotigera
177,Macroheterocera|Erebidae|Herminiinae|Adrapsa subnotigera,Female,Adrapsa subnotigera_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsa subnotigera
178,Macroheterocera|Erebidae|Herminiinae|Adrapsa subnotigera,Male,Adrapsa subnotigera_male_Japan_NSMT2016_01,Macroheterocera,Erebidae,Adrapsa subnotigera
179,Macroheterocera|Erebidae|Herminiinae|Adrapsa subnotigera,Male,Adrapsa subnotigera_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsa subnotigera
180,Macroheterocera|Erebidae|Herminiinae|Adrapsoides reticulatis,Female,Adrapsoides reticulatis_female_TFRI_800px,Macroheterocera,Erebidae,Adrapsoides reticulatis
181,Macroheterocera|Erebidae|Herminiinae|Adrapsoides reticulatis,Male,Adrapsoides reticulatis_male_Biluxi_1-VII-2015_SSLu_04_1_TFRI_800px,Macroheterocera,Erebidae,Adrapsoides reticulatis
182,Macroheterocera|Erebidae|Herminiinae|Adrapsoides reticulatis,Male,Adrapsoides reticulatis_male_Fushan_11-IV-2015_SWu_09_1_TFRI_800px,Macroheterocera,Erebidae,Adrapsoides reticulatis
183,Macroheterocera|Erebidae|Herminiinae|Adrapsoides reticulatis,Male,Adrapsoides reticulatis_male_TFRI_800px,Macroheterocera,Erebidae,Adrapsoides reticulatis
184,Macroheterocera|Noctuidae|Aediinae|Aedia lichenea,Male,Aedia lichena_male_Guanyingong_20130512-06_01,Macroheterocera,Noctuidae,Aedia lichenea
185,Macroheterocera|Noctuidae|Aediinae|Aedia lichenea,Male,Aedia lichena_male_logan_008,Macroheterocera,Noctuidae,Aedia lichenea
186,Macroheterocera|Noctuidae|Aediinae|Aedia obscura,Female,Aedia obscura_DSK7742-6 combine,Macroheterocera,Noctuidae,Aedia obscura
187,Macroheterocera|Noctuidae|Aediinae|Aedia perdicipennis,Female,Aedia perdicipennis_female copy,Macroheterocera,Noctuidae,Aedia perdicipennis
188,Macroheterocera|Noctuidae|Aediinae|Aedia perdicipennis,Male,Aedia perdicipennis_male_Anmashan_17-VI-2013_013,Macroheterocera,Noctuidae,Aedia perdicipennis
189,Microlepidoptera|Elachistidae|Aeolanthes brochias,Male,Aeolanthes brochias_male_Meifeng_20-VII-2015_34_1_1_800px,Microlepidoptera,Elachistidae,Aeolanthes brochias
190,Microlepidoptera|Crambidae|Aethaloessa calidalis tiphalis,Male,Aethaloessa calidalis_male_ChiouzishanLighthouse_12-XII-2018_ChiuHF_mana,Microlepidoptera,Crambidae,Aethaloessa calidalis tiphalis
191,Microlepidoptera|Zygaenidae|Agalope pica,Female,"Agalope pica (Wileman, 1910)_female-1",Microlepidoptera,Zygaenidae,Agalope pica
192,Microlepidoptera|Zygaenidae|Agalope pica,Male,"Agalope pica (Wileman, 1910)_male-1",Microlepidoptera,Zygaenidae,Agalope pica
193,Microlepidoptera|Zygaenidae|Agalope pica,Male,Agalope pica_male_Guanwu_reared_01_dissected_mana,Microlepidoptera,Zygaenidae,Agalope pica
194,Microlepidoptera|Zygaenidae|Agalope trimacula,Female,Agalope trimaculata_female_Guanwu_01_mana,Microlepidoptera,Zygaenidae,Agalope trimacula
195,Microlepidoptera|Zygaenidae|Agalope trimacula,Male,Agalope trimaculata_male_Guanwu_reared_01_dissected_mana,Microlepidoptera,Zygaenidae,Agalope trimacula
196,Microlepidoptera|Zygaenidae|Agalope wangi,Female,Agalope wangi_female_Guanwu_reared_01_mana,Microlepidoptera,Zygaenidae,Agalope wangi
197,Microlepidoptera|Zygaenidae|Agalope wangi,Male,Agalope wangi_male_Guanwu_reared-1_01_mana,Microlepidoptera,Zygaenidae,Agalope wangi
198,Macroheterocera|Geometridae|Ennominae|Garaeus apicata formosanus,Female,Agaraeus apicatus formosanus_female_Taipingshan(Fagus)_10-VII-2013_SWu_06,Macroheterocera,Geometridae,Garaeus apicata formosanus
199,Macroheterocera|Geometridae|Ennominae|Garaeus apicata formosanus,Female,Agaraeus apicatus formosanus_female_Xiaofengko_14-VIII-2012_SWu&WCCHang-05,Macroheterocera,Geometridae,Garaeus apicata formosanus
200,Macroheterocera|Geometridae|Ennominae|Garaeus apicata formosanus,Male,Agaraeus apicatus formosanus_male_Anmashan_16-XI-2011_SWu,Macroheterocera,Geometridae,Garaeus apicata formosanus
201,Macroheterocera|Geometridae|Ennominae|Garaeus apicata formosanus,Male,Agaraeus apicatus formosanus_male_Meifeng_10-I-2013_SWu_07,Macroheterocera,Geometridae,Garaeus apicata formosanus
202,Macroheterocera|Geometridae|Ennominae|Agaraeus discolor,Female,Agaraeus discolor_female_Meifeng_20-VII-2015_SWu_001_1_1_800px,Macroheterocera,Geometridae,Agaraeus discolor
203,Macroheterocera|Geometridae|Ennominae|Agaraeus discolor,Male,Agaraeus discolor_male_Guanyindong_V-2013_TGLai_01,Macroheterocera,Geometridae,Agaraeus discolor
204,Macroheterocera|Geometridae|Geometrinae|Agathia diversiformis,Male,Agathia diversiformis_male_Xitou_19-X-2019_SWu_TFRI029047_1,Macroheterocera,Geometridae,Agathia diversiformis
205,Macroheterocera|Geometridae|Geometrinae|Agathia hemithearia,Male,Agathia hemithearia_male_Nanggang_27-VIII-2016_JJChenrg_01,Macroheterocera,Geometridae,Agathia hemithearia
206,Macroheterocera|Geometridae|Geometrinae|Agathia lycaenaria,Male,Agathia lycaenaria_male_Longshanyen_5-V-2016_APCheng_ 03,Macroheterocera,Geometridae,Agathia lycaenaria
207,Microlepidoptera|Crambidae|Agathodes ostentalis,Male,Agathodes ostentalis_male_Xindian_30-VIII-2020_SWu,Microlepidoptera,Crambidae,Agathodes ostentalis
208,Microlepidoptera|Crambidae|Agathodes ostentalis,Female,Agathodes ostentalis_劍南路_18-IX-2012_YU009_800px,Microlepidoptera,Crambidae,Agathodes ostentalis
209,Microlepidoptera|Macropiratidae|Agdistopis sinhala,Female,Agdistopis sinhala_SWUBR2020-022_1,Microlepidoptera,Macropiratidae,Agdistopis sinhala
210,Microlepidoptera|Crambidae|Agrioglypta eurytusalis,Female,Agrioglypta eurytusalis_female_Duoliang_11-XII-2015_SFHuang&LTHsieh,Microlepidoptera,Crambidae,Agrioglypta eurytusalis
211,Macroheterocera|Geometridae|Winter_geometrid|Agriopis dira,Male,Agriopis dira_male_29mm_800px,Macroheterocera,Geometridae,Agriopis dira
212,Macroheterocera|Noctuidae,Female,Agrochola albirena chihtuana_female_MSE2000_19-20-XI-2015 006_1,Macroheterocera,Noctuidae,Agrocholorta albirena chihtuana
213,Macroheterocera|Noctuidae|Xyleninae|Agrocholorta albirena chihtuana,Female,Agrochola albirena_female_800,Macroheterocera,Noctuidae,Agrocholorta albirena chihtuana
214,Macroheterocera|Noctuidae|Xyleninae|Agrochola nawae,Female,Agrochola nawae_female_Xicun_14-I-2013_SWu_01,Macroheterocera,Noctuidae,Agrochola nawae
215,Macroheterocera|Noctuidae|Xyleninae|Agrocholorta taiwanawae,Male,Agrochola nawae_NSMT2015_208_1_800,Macroheterocera,Noctuidae,Agrocholorta taiwanawae
216,Macroheterocera|Noctuidae|Xyleninae|Agrocholorta taiwanawae,Female,Agrochola nawae_NSMT2015_210_1_800,Macroheterocera,Noctuidae,Agrocholorta taiwanawae
217,Macroheterocera|Noctuidae|Xyleninae|Agrocholorta taiwanawae,Male,Agrochola taiwanawae_male_PT_Guanwu_4-II-2016_HYHuang&PHChen_TFRI_01,Macroheterocera,Noctuidae,Agrocholorta taiwanawae
218,Macroheterocera|Noctuidae|Noctuinae|Agrotis ipsilon,Male,Agrotis ipsilon_male_47mm_800px,Macroheterocera,Noctuidae,Agrotis ipsilon
219,Macroheterocera|Noctuidae|Noctuinae|Agrotis segetum,Female,Agrotis segetum_female_FBG_10-IV-2015_SWu&WCChang_11_1_1_800,Macroheterocera,Noctuidae,Agrotis segetum
220,Macroheterocera|Noctuidae|Noctuinae|Agrotis segetum,Male,Agrotis segetum_male_45mm_800px,Macroheterocera,Noctuidae,Agrotis segetum
221,Macroheterocera|Noctuidae|Noctuinae|Agrotis taiwana,Male,Agrotis taiwana_male_Xiaofengko_14-VIII-2012_SWu&WCCHang_800px,Macroheterocera,Noctuidae,Agrotis taiwana
222,Macroheterocera|Erebidae|Arctiinae|Lithosiini|Agylla pulchristriata,Female,Agylla pulchristriata_female_Xiaofengko_17-VIII-2015_SWu_02,Macroheterocera,Erebidae,Agylla pulchristriata
223,Macroheterocera|Nolidae|Aiteta musculina,Male,Aiteta musculina_Dongsha_01_male,Macroheterocera,Nolidae,Aiteta musculina
224,Macroheterocera|Nolidae|Aiteta musculina,Female,Aiteta musculina_Dongsha_02_female_mana,Macroheterocera,Nolidae,Aiteta musculina
225,Macroheterocera|Nolidae|Aiteta musculina,Male,Aiteta musculina_Pintung_SouthMostPoint_13-VIII-2010_SWu-01,Macroheterocera,Nolidae,Aiteta musculina
226,Microlepidoptera|Immidae|Alampla arcifraga,Female,Alampla arcifraga_female_Najie_16-18-V-2020_SWu40_mana,Microlepidoptera,Immidae,Alampla arcifraga
227,Microlepidoptera|Immidae|Alampla palaeodes,Male,Alampla palaeodes_male_Najie_16-18-V-2020_SWu41,Microlepidoptera,Immidae,Alampla palaeodes
228,Macroheterocera|Noctuidae|Noctuinae|Dichagyris triangularis triangularis,Female,Albocosta triangularis_female-2_800px,Macroheterocera,Noctuidae,Dichagyris triangularis triangularis
229,Macroheterocera|Noctuidae|Noctuinae|Dichagyris triangularis triangularis,Female,Albocosta triangularis_female_800px,Macroheterocera,Noctuidae,Dichagyris triangularis triangularis
230,Macroheterocera|Geometridae|Ennominae|Alcis admissaria undularia,Male,Alcis admissaria_male_38mm_MOH_800,Macroheterocera,Geometridae,Alcis admissaria undularia
231,Macroheterocera|Geometridae|Ennominae|Alcis anmashanensis,Female,Alcis anmashanensis_female_Guanwu_29-IV-2011_SWu&WCChang_02,Macroheterocera,Geometridae,Alcis anmashanensis
232,Macroheterocera|Geometridae|Ennominae|Alcis anmashanensis,Male,Alcis anmashanensis_male_Guanwu_01,Macroheterocera,Geometridae,Alcis anmashanensis
233,Macroheterocera|Geometridae|Ennominae|Alcis arizana,Female,Alcis arizana_female_Guanwu_G20150409-283-01_800,Macroheterocera,Geometridae,Alcis arizana
234,Macroheterocera|Geometridae|Ennominae|Alcis arizana,Female,Alcis arizana_female_Xitou_19-X-2019_SWu_TFRI029058_1,Macroheterocera,Geometridae,Alcis arizana
235,Macroheterocera|Geometridae|Ennominae|Alcis arizana,Male,Alcis arizana_male_Guanwu_25-VI-2015_003,Macroheterocera,Geometridae,Alcis arizana
236,Macroheterocera|Geometridae|Ennominae|Alcis arizana,Male,Alcis arizana_male_Guanwu_G20150422-457-01_800,Macroheterocera,Geometridae,Alcis arizana
237,Macroheterocera|Geometridae|Ennominae|Alcis ectogramma,Female,Alcis ectogramma_female_Xitou_19-X-2019_SWu_TFRI029059_1,Macroheterocera,Geometridae,Alcis ectogramma
238,Macroheterocera|Geometridae|Ennominae|Alcis maculata taiwanica,Male,Alcis maculata taiwanica_male_,Macroheterocera,Geometridae,Alcis maculata taiwanica
239,Macroheterocera|Geometridae|Ennominae|Alcis maculata taiwanica,Male,Alcis maculata_male_31mm_MOH_800,Macroheterocera,Geometridae,Alcis maculata taiwanica
240,Macroheterocera|Geometridae|Ennominae|Alcis nubeculosa,Male,Alcis nubeculosa_male_28mm_MOH_800,Macroheterocera,Geometridae,Alcis nubeculosa
241,Macroheterocera|Geometridae|Ennominae|Alcis nubeculosa,Male,Alcis nubeculosa_male_Takjinxi_19-VI-2015_CCYang_010_1_800,Macroheterocera,Geometridae,Alcis nubeculosa
242,Macroheterocera|Geometridae|Ennominae|Alcis pallens,Female,Alcis pallens_female_30-XI-2011_SWu,Macroheterocera,Geometridae,Alcis pallens
243,Macroheterocera|Geometridae|Ennominae|Alcis postlurida,Female,Alcis pallens_female_MCE2750_24-VII-2015_SWu_06_1,Macroheterocera,Geometridae,Alcis postlurida
244,Macroheterocera|Geometridae|Ennominae|Alcis pallens,Female,Alcis pallens_female_Wonderful Valley(3320m)_17-VI-2009_SWu&WCChang_02,Macroheterocera,Geometridae,Alcis pallens
245,Macroheterocera|Geometridae|Ennominae|Alcis plebeia,Female,"Alcis plebeia_female_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao-06",Macroheterocera,Geometridae,Alcis plebeia
246,Macroheterocera|Geometridae|Ennominae|Alcis plebeia,Male,Alcis plebeia_male_37mm_MOH_800,Macroheterocera,Geometridae,Alcis plebeia
247,Macroheterocera|Geometridae|Ennominae|Alcis postlurida,Male,Alcis postrubrida_male_Chilai_IX-2012_022,Macroheterocera,Geometridae,Alcis postlurida
248,Macroheterocera|Geometridae|Ennominae|Alcis semiusta,Male,Alcis semiusta_male_36mm_MOH_800,Macroheterocera,Geometridae,Alcis semiusta
249,Macroheterocera|Geometridae|Ennominae|Alcis subpunctata,Male,Alcis subpunctata_male_MCE2250-21-VII-2015_SWu01,Macroheterocera,Geometridae,Alcis subpunctata
250,Macroheterocera|Geometridae|Ennominae|Alcis taiwanensis,Female,Alcis taiwanensis_female_MCE2500_23-VII-2015_SWu_04_1,Macroheterocera,Geometridae,Alcis taiwanensis
251,Macroheterocera|Geometridae|Ennominae|Alcis taiwanovariegata,Female,Alcis taiwanovariegata_female_Xiuluan_28-III-2018_SWu_09_800,Macroheterocera,Geometridae,Alcis taiwanovariegata
252,Macroheterocera|Geometridae|Ennominae|Alcis taiwanovariegata,Male,"Alcis taiwanovariegata_male_Guanwu_29-IV-2011_SWu,WCChang&MTHsiao_05",Macroheterocera,Geometridae,Alcis taiwanovariegata
253,Macroheterocera|Geometridae|Ennominae|Alcis tayulina,Male,Alcis tayulina_male,Macroheterocera,Geometridae,Alcis tayulina
254,Macroheterocera|Geometridae|Ennominae|Alcis tayulina,Male,Alcis tayulina_male_40mm_MOH_800,Macroheterocera,Geometridae,Alcis tayulina
255,Macroheterocera|Geometridae|Ennominae|Alcis rubicunda,Male,Alicis rubricanda_male_Chilai_IX-2012_009_800,Macroheterocera,Geometridae,Alcis rubicunda
256,Macroheterocera|Noctuidae|Agaristinae|Alloasteropetes olivacea,Male,Alloasteropetes olivacea_Ci'en_25-V-2012_SWu&WCChang_TFRI000138594-01,Macroheterocera,Noctuidae,Alloasteropetes olivacea
257,Macroheterocera|Noctuidae|Agaristinae|Alloasteropetes paradisea,Male,"Alloasteropetes paradisea Kishida & Owada, 2003_male_ TFRI00117742_FBG_25-II-2010_SWu-1",Macroheterocera,Noctuidae,Alloasteropetes paradisea
258,Macroheterocera|Noctuidae|Agaristinae|Alloasteropetes paradisea,Male,Alloasteropetes paradisea_male_Mingchi_28-II-2015-11_TGLai_13_1,Macroheterocera,Noctuidae,Alloasteropetes paradisea
259,Macroheterocera|Noctuidae|Agaristinae|Alloasteropetes paradisea,Male,Alloasteropetes paradisea_male_Tianwan_19-III-2013_01_1_800,Macroheterocera,Noctuidae,Alloasteropetes paradisea
260,Macroheterocera|Noctuidae|Psaphidinae|Allophyes miaoli,Female,Allophyes miaoli Hreblay & copy,Macroheterocera,Noctuidae,Allophyes miaoli
261,Microlepidoptera|Limacodidae|Altha melanopsis,Male,Altha lacteola_male_26mm_800,Microlepidoptera,Limacodidae,Altha melanopsis
262,Macroheterocera|Erebidae|Arctiinae|Arctiini|Amata hirayamae,Female,Amata hirayamae_female_SWUBR2018-111_800,Macroheterocera,Erebidae,Amata hirayamae
263,Macroheterocera|Erebidae|Arctiinae|Arctiini|Amata hirayamae,Male,Amata hirayamae_male_SWUBR2018-110_800,Macroheterocera,Erebidae,Amata hirayamae
264,Macroheterocera|Erebidae|Arctiinae|Arctiini|Amata wilemani,Female,Amata wilemani_female_Meifeng_20-VII-2015_59_1_1_800px,Macroheterocera,Erebidae,Amata wilemani
265,Macroheterocera|Geometridae|Ennominae|Amblychia angeronaria,Female,Amblychia angeronaria_female_Yulao_7-V-2016_SWu&JCHuang_02,Macroheterocera,Geometridae,Amblychia angeronaria
266,Macroheterocera|Geometridae|Ennominae|Amblychia moltrechti,Male,Amblychia moltrechti_male_71mm_MOH_800,Macroheterocera,Geometridae,Amblychia moltrechti
267,Macroheterocera|Geometridae|Ennominae|Amblychia sauteri,Female,Amblychia sauteri_FBG_10-IV-2015_SWu&WCChang_01_800,Macroheterocera,Geometridae,Amblychia sauteri
268,Macroheterocera|Geometridae,Male,Amblychia sauteri_male_Dahanshan_CHWang_161009_020_1,Macroheterocera,Geometridae,Amblychia sauteri
269,Macroheterocera|Geometridae|Ennominae|Amoebotricha hiemalis,Male,Amoebotricha hiemalis_male_NSMT2015_246_800,Macroheterocera,Geometridae,Amoebotricha hiemalis
270,Macroheterocera|Geometridae|Ennominae|Amoebotricha hiemalis,Male,Amoebotricha hiemalis_male_NSMT2015_248_800,Macroheterocera,Geometridae,Amoebotricha hiemalis
271,Macroheterocera|Noctuidae|Amphipyrinae|Amphipyra averna,Male,Amphipyra averna_male_FBG_800px,Macroheterocera,Noctuidae,Amphipyra averna
