No.,,label,Family,ID_20210210,ID(ima),Note_2021,Note,Sex,leg,Altitude,Date,,https://docs.google.com/spreadsheets/d/1RHkhHfEt1v9-deuz8HKdCWCuM4Mm_BVllWvMIyoT8iw/edit#gid=698436074,Species,Sex,Dw(g),NOTE,N_W_length,N_B_length,疊,籤,檔案日期,影像問題,Note_Chiou_Specimen,Note_thermal,Hot,Cold,Before.jpg,Temp_min_bf,Temp_max_bf,Temp_avg_bf,After.jpg,Temp_min,Temp_max,Temp_avg,點測,,,,
CATT2053,2053,,Hypeninae,CA_NAA01,CA_HER08,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00140,0號針,8.4,7.11,,,,,,,1,0,8385_IR.jpg,23.8,24,23.9,8401_IR.jpg,38,41.2,39.9,,,,,
CATT2052,2052,,Hypeninae,CA_NAA01,CA_HER08,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00180,0號針，右翅破損量左翅:8.21,,7.64,,,,,,,0,1,8383_IR.jpg,23.2,23.4,23.3,8403_IR.jpg,-2.5,-1.2,-1.8,,,,,
CATT2051,2051,,Erebidae,CA_HER07,CA_HER07,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00350,0號針,8.83,7.52,,,,,,,1,0,8381_IR.jpg,24.1,24.3,24.2,8393_IR.jpg,42.7,45.2,43.9,,,,,
CATT2050,2050,,Crambidae,CA_CRA2021-02,CA_PYR02,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.03910,,18.2,19.49,,,,,,,0,1,8379_IR.jpg,23.8,24.1,23.9,8399_IR.jpg,3.7,7.3,5.9,,,,,
CATT2049,2049,,Crambidae,CA_CRA2021-02,CA_PYR02,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.04070,,17.82,17.83,,,,,,,1,0,8377_IR.jpg,23.4,23.6,23.5,8391_IR.jpg,40.4,42.1,41.2,,,,,
CATT2048,2048,,Erebidae,CA_HER13,CA_HER13,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01400,,13.26,13.36,,,,,,,0,1,8369_IR.jpg,24.1,24.3,24.3,8387_IR.jpg,4,6,5.1,,,,,
CATT2047,2047,,Erebidae,CA_HER13,CA_HER13,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01470,,13.95,12.05,,,,,,,1,0,8357_IR.jpg,23.6,23.8,23.6,8375_IR.jpg,42.5,43.8,43.3,,,,,
CATT2046,2046,,Crambidae,CA_CRA40-2,CA_CRA40,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00650,,14.43,13.36,,,,,,,1,0,8355_IR.jpg,24,24.3,24.1,8371_IR.jpg,41.2,43.5,42.2,,,,,
CATT2045,2045,,Crambidae,CA_CRA40,CA_CRA40,,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00670,,13.64,11.04,,,,,,,0,1,8353_IR.jpg,23.2,23.4,23.3,8373_IR.jpg,-0.3,1.2,0.6,,,,,
CATT2044,2044,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00870,,12.42,11.54,,,,,,,1,0,8347_IR.jpg,24.4,24.6,24.5,8363_IR.jpg,41,43.3,42.4,,,,,
CATT2043,2043,,Crambidae,CA_CRA40-2,CA_CRA40,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00620,腹部失蹤,14.06,,,,,,,,1,0,8343_IR.jpg,23,23.1,23,8359_IR.jpg,44.1,45.4,45,,,,,
CATT2042,2042,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01060,,12.15,11.35,,,,,,,0,1,8339_IR.jpg,23.1,23.4,23.2,8361_IR.jpg,3.5,6.3,5.3,,,,,
CATT2041,2041,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00770,,11.61,10.59,,,,,,,1,0,8331_IR.jpg,23.2,23.3,23.2,8349_IR.jpg,38,43,40.7,,,,,
CATT2040,2040,,Crambidae,CA_CRA81,CA_CRA81,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00270,0號針,8.77,6.98,,,,,,,0,1,8329_IR.jpg,23.5,23.9,23.7,8367_IR.jpg,-3.7,-3.3,-3.5,,,,,
CATT2039,2039,,Crambidae,CA_CRA81,CA_CRA81,,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00300,0號針,8.52,6.43,,,,,,,1,0,8325_IR.jpg,23.2,23.2,23.2,8337_IR.jpg,43.4,44.4,43.9,,,,,
CATT2038,2038,,Crambidae,CA_CRA81,CA_CRA81,,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00340,0號針，拆板時身體後翅斷，秤重後黏合,8.29,6.69,,,,,,,0,1,8319_IR.jpg,22.8,23,22.9,8351_IR.jpg,-2,-1.3,-1.7,,,,,
CATT2037,2037,,Crambidae,CA_CRA81,CA_CRA81,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00150,0號針,7.24,6.77,,,,,,,1,0,8317_IR.jpg,23,23.2,23.1,8335_IR.jpg,43.2,43.9,43.4,,,,,
CATT2036,2036,,Crambidae,CA_CRA81,CA_CRA81,,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00430,0號針,8.53,6.54,,,,,,,0,1,8315_IR.jpg,23.2,23.2,23.2,8341_IR.jpg,-0.7,0,-0.3,,,,,
CATT2035,2035,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01140,,12.28,11.96,,,,,,,1,0,8301_IR.jpg,23.5,23.6,23.5,8321_IR.jpg,42.4,44.4,43.7,,,,,
CATT2034,2034,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00740,,12.07,10.66,,,,,,,0,1,8299_IR.jpg,23.7,23.9,23.8,8323_IR.jpg,5.7,6.8,6.4,,,,,
CATT2033,2033,,Erebidae,CA_ARC05,CA_ARC05,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.04300,,18.69,15.09,,,,,,,1,0,8297_IR.jpg,23.8,24.1,23.9,8327_IR.jpg,45.5,46.6,45.9,,,,,
CATT2032,2032,,Erebidae,CA_ERE11,CA_ERE11,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.03490,,20.84,16.63,,,,,,,0,1,8293_IR.jpg,23.9,24.3,24.2,8313_IR.jpg,8.7,11.3,10.5,,,,,
CATT2031,2031,,Erebidae,CA_HER14-2,CA_HER14,modify,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01180,,12.77,10.91,,,,,,,1,0,8291_IR.jpg,23.7,23.8,23.7,8309_IR.jpg,43.2,44.9,44.1,,,,,
CATT2030,2030,,Geometridae,CA_GEO79,CA_GEO79,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00750,,16.13,10.49,,,,,,,0,1,8279_IR.jpg,23.1,23.2,23.1,8303_IR.jpg,3.2,5.7,4.9,,,,,
CATT2029,2029,,Erebidae,CA_HER14-2,CA_HER14,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00950,,12.35,10.56,,,,,,,1,0,8277_IR.jpg,22.9,23.3,23.1,8295_IR.jpg,42.4,43.5,43,,,,,
CATT2028,2028,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01330,,11.36,11.15,,,,,,,0,1,8271_IR.jpg,23.4,23.7,23.5,8307_IR.jpg,2.2,4.8,3.9,,,,,
CATT2027,2027,,Erebidae,CA_HER14,CA_HER15,modify,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01300,,12.3,11.58,,,,,,,1,0,8269_IR.jpg,22.6,22.7,22.7,8289_IR.jpg,40.7,45.2,42.6,,,,,
CATT2026,2026,,Erebidae,CA_HER15,CA_HER15,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00810,,11.2,8.62,,,,,,,1,0,8267_IR.jpg,22.7,22.9,22.8,8283_IR.jpg,45.1,46.2,45.9,,,,,
CATT2025,2025,,Erebidae,CA_HER15,CA_HER15,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00860,,11.72,9.55,,,,,,,0,1,8263_IR.jpg,22.8,23,22.9,8275_IR.jpg,5,7.2,6.4,,,,,
CATT2024,2024,,Erebidae,CA_HER15,CA_HER15,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00810,,11.49,9.92,,,,,,,1,0,8251_IR.jpg,23.1,23.3,23.2,8265_IR.jpg,42.1,44.5,43.3,,,,,
CATT2023,2023,,Erebidae,CA_HER14,CA_HER14,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01190,,13.38,12.28,,,,,,,0,1,8249_IR.jpg,22.2,22.4,22.3,8273_IR.jpg,2.6,6.6,5.6,,,,,
CATT2022,2022,,Erebidae,CA_HER15,CA_HER15,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00910,,10.85,9.79,,,,,,,1,0,8247_IR.jpg,22.3,22.5,22.4,8261_IR.jpg,40.4,42.7,41.3,,,,,
CATT2021,2021,,Drepanidae,CA_DRE06,CA_DRE06,,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00640,,10.72,6.94,,,,,,,1,0,8243_IR.jpg,23,23.1,23.1,8257_IR.jpg,42.7,44.5,43.6,,,,,
CATT2020,2020,,Geometridae,CA_GEO20,CA_GEO20,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01210,右翅破損量左翅:16.81,,13.99,,,,,,,0,1,8237_IR.jpg,21.8,22,21.9,8285_IR.jpg,1.2,1.8,1.5,,,,,
CATT2019,2019,,Erebidae,CA_LYM15,CA_LYM15,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01940,,15.17,10.86,,,,,,,1,0,8235_IR.jpg,22.7,22.9,22.8,8255_IR.jpg,40.5,44.3,41.8,,,,,
CATT2018,2018,,Erebidae,CA_ARC02,CA_ARC02,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01760,,16.41,14.22,,,,,,,0,1,8233_IR.jpg,23,23.1,23.1,8365_IR.jpg,-2.8,0.4,-1.5,,,,,
CATT2017,2017,,Geometridae,CA_GEO72,CA_GEO72,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01520,,15.8,12.07,,,,,,,1,0,8231_IR.jpg,22,22.1,22,8239_IR.jpg,43.5,45.3,44.1,,,,,
CATT2016,2016,,Geometridae,CA_GEO73,CA_GEO73,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01850,,20.85,12.98,,,,,,,0,1,8229_IR.jpg,21.6,21.8,21.7,8253_IR.jpg,1,2.8,1.8,,,,,
CATT2015,2015,,Geometridae,CA_GEO20,CA_GEO20,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01460,,18.56,14.17,,,,,,,1,0,8227_IR.jpg,22.8,23,22.9,8241_IR.jpg,41.2,44.5,43.2,,,,,
CATT2014,2014,,Crambidae,CA_CRA50,CA_CRA53,modify,,f,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.00810,,10.76,9.85,,,,,,,0,1,8225_IR.jpg,21.5,21.7,21.6,8259_IR.jpg,1.2,2.3,1.8,,,,,
CATT2013,2013,,Geometridae,CA_GEO28,CA_GEO28,,,m,,509,11-VIII-2019,"4.575478, 101.264097","N4°34'31.72"" E101°15'50.75""",,,0.01540,,17.57,13.45,,,,,,,1,0,8223_IR.jpg,21.2,21.4,21.3,8239_IR.jpg,39.7,43.5,42.4,,,,,
CATT2012,2012,,Erebidae,CA_ERE11,CA_ERE11,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03420,,22.64,18.45,,,,,,,1,0,8219_IR.jpg,23.7,24.3,24.1,8221_IR.jpg,38,42.1,39.9,,,,,
CATT2011,2011,,Erebidae,CA_HER13,CA_HER13,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01240,,13.96,12.47,,,,,,,1,0,8205_IR.jpg,23.1,23.4,23.3,8217_IR.jpg,38.8,41.8,40.3,,,,,
CATT2010,2010,,Erebidae,CA_HER13-2,CA_HER13,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01470,,15.83,10.44,,,,,,,0,1,8203_IR.jpg,23.2,23.5,23.4,8213_IR.jpg,7.9,10.5,9.2,,,,,
CATT2009,2009,,Erebidae,CA_LYM23,CA_LYM23,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01750,,19.38,15.23,,,,,,,1,0,8195_IR.jpg,22.2,22.5,22.4,8211_IR.jpg,44.2,46,45.3,,,,,
CATT2008,2008,,Erebidae,CA_ERE03,CA_ERE03,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04220,,23.29,18.58,,,,,,,0,1,8193_IR.jpg,22,22.3,22.2,8201_IR.jpg,6.2,10,8.7,,,,,
CATT2007,2007,,Geometridae,CA_GEO54,CA_GEO54,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04270,,29.61,17.62,,,,,,,1,0,8191_IR.jpg,21.5,21.8,21.6,8209_IR.jpg,43,44.4,43.7,,,,,
CATT2006,2006,,Geometridae,CA_GEO01,CA_GEO01,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03100,,20.62,16.61,,,,,,,0,1,8189_IR.jpg,21.9,22,22,8197_IR.jpg,4.3,8.8,7.6,,,,,
CATT2005,2005,,Geometridae,CA_GEO102-3,CA_GEO102,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01640,,18.48,14.26,,,,,,,1,0,8183_IR.jpg,22,22.1,22,8199_IR.jpg,41.9,44.9,43.7,,,,,
CATT2004,2004,,Crambidae,CA_CRA40,CA_CRA40,,,f,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01200,,14.49,12.12,,,,,,,0,1,8177_IR.jpg,21.7,22,21.9,8207_IR.jpg,-0.7,0.3,-0.3,,,,,
CATT2003,2003,,Erebidae,CA_ERE15,CA_ERE15,,RSimage,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02500,,18.08,16.1,,,,,,,0,1,8169_IR.jpg,21.6,21.8,21.7,8185_IR.jpg,4.6,6.7,5.9,,,,,
CATT2002,2002,,Erebidae,CA_LIT67,CA_LIT67,,,f,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00510,0號針,11.66,7.93,,,,,,,1,0,8167_IR.jpg,21.3,21.4,21.4,8187_IR.jpg,41,41.8,41.6,,,,,
CATT2001,2001,,Crambidae,CA_CRA60,CA_CRA60,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00410,,8.91,9.16,,,,,,,0,1,8155_IR.jpg,21.8,21.9,21.9,8165_IR.jpg,0.6,1.9,1.3,,,,,
CATT2000,2000,,Crambidae,CA_CRA2021-02,CA_PYR02,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.05770,,19,18.74,,,,,,,0,1,8145_IR.jpg,22,22.4,22.3,8181_IR.jpg,1.5,2.6,2.1,,,,,
CATT1999,1999,,Geometridae,CA_GEO17-2,CA_GEO17,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00640,,15.87,10.01,,,,,,,0,1,8139_IR.jpg,21.9,22.2,22,8179_IR.jpg,-2.2,-1.4,-1.7,,,,,
CATT1998,1998,,Geometridae,CA_GEO69,CA_GEO69,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01980,,19.01,16.41,,,,,,,1,0,8137_IR.jpg,22.9,23.1,23,8171_IR.jpg,41.7,43.4,42.6,,,,,
CATT1997,1997,,Crambidae,CA_CRA61,CA_CRA63,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00520,,8.2,8.72,,,,,,,1,0,8131_IR.jpg,22.5,22.5,22.5,8163_IR.jpg,43.5,45.1,44,,,,,
CATT1996,1996,,Erebidae,CA_HER14,CA_HER14,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01130,,13.24,11.01,,,,,,,1,0,8129_IR.jpg,21.9,22,22,8159_IR.jpg,42.6,44.6,43.7,,,,,
CATT1995,1995,,Erebidae,CA_LIT53,CA_LIT53,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00320,,9.34,7.12,,,,,,,0,1,8127_IR.jpg,21.9,22.2,22.1,8175_IR.jpg,1.9,4.3,3.3,,,,,
CATT1994,1994,,Geometridae,CA_GEO20,CA_GEO20,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02040,,19.49,13.86,,,,,,,1,0,8123_IR.jpg,22.2,22.5,22.4,8147_IR.jpg,42.4,43.7,43,,,,,
CATT1993,1993,,Geometridae,CA_GEO17,CA_GEO17,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01230,,16.3,13.11,,,,,,,0,1,8121_IR.jpg,22.2,22.4,22.3,8161_IR.jpg,0.2,2.3,1.6,,,,,
CATT1992,1992,,Geometridae,CA_GEO108,CA_GEO108,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00580,,12.73,9.41,,,,,,,1,0,8119_IR.jpg,21.6,21.8,21.7,8133_IR.jpg,39.4,41,39.9,,,,,
CATT1991,1991,,Geometridae,CA_GEO85-3,CA_GEO85,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01990,,19.76,14.48,,,,,,,0,1,8117_IR.jpg,22.4,22.6,22.5,8149_IR.jpg,2.2,4.7,3.7,,,,,
CATT1990,1990,,Geometridae,CA_GEO50,CA_GEO50,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01130,,16.25,11.75,,,,,,,1,0,8115_IR.jpg,22.4,22.7,22.6,8153_IR.jpg,45.3,46.1,45.9,,,,,
CATT1989,1989,,Geometridae,CA_GEO93,CA_GEO93,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00530,,10.83,8.02,,,,,,,0,1,8113_IR.jpg,22,22.1,22,8125_IR.jpg,1.2,2.2,1.7,,,,,
CATT1988,1988,,Erebidae,CA_ARC01,CA_ARC01,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.07890,,20.57,16.03,,,,,,,1,0,8111_IR.jpg,22.1,22.5,22.4,8157_IR.jpg,38.5,42.6,41.1,,,,,
CATT1987,1987,,Erebidae,CA_HER14,CA_HER19,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01120,,11.87,10.95,,,,,,,0,1,8107_IR.jpg,22.1,22.5,22.2,8135_IR.jpg,2.4,4.8,3.9,,,,,
CATT1986,1986,,Erebidae,CA_HER15,CA_HER15,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00760,展翅時斷成兩截，秤重後黏合,12.07,10.38,,,,,,,0,1,8081_IR.jpg,21.3,21.4,21.3,8105_IR.jpg,2.6,4.1,3.2,,,,,
CATT1985,1985,,Erebidae,CA_HER15,CA_HER15,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00680,,11.7,9.71,,,,,,,1,0,8079_IR.jpg,21.6,21.7,21.6,8095_IR.jpg,38.4,39.4,38.9,,,,,
CATT1984,1984,,Limacodidae,CA_LIM08,,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.06910,,17.92,19.68,,,,,,,0,1,8071_IR.jpg,21.6,21.8,21.7,8087_IR.jpg,3.2,9.4,7.4,,,,,
CATT1983,1983,,Geometridae,CA_GEO108,CA_GEO108,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00720,,12.71,9.3,,,,,,,1,0,8069_IR.jpg,21.3,21.5,21.4,8085_IR.jpg,43.8,45.2,44.1,,,,,
CATT1982,1982,,Geometridae,CA_GEO50,CA_GEO50,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00960,,15.39,10.9,,,,,,,0,1,8065_IR.jpg,21,21.1,21,8109_IR.jpg,-0.5,1,0.4,,,,,
CATT1981,1981,,Geometridae,CA_GEO19-2,CA_GEO19,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01870,,19.89,16.15,,,,,,,1,0,8063_IR.jpg,20.5,20.7,20.6,8083_IR.jpg,44.6,45.9,45.3,,,,,
CATT1980,1980,,Geometridae,CA_GEO128,CA_GEO128,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.01330,,17.08,12.09,,,,,,,0,1,8061_IR.jpg,20.6,20.8,20.7,8089_IR.jpg,-0.6,0.3,0,,,,,
CATT1979,1979,,Noctuidae,CA_NOC01,CA_GEO75,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.06680,,19.68,17.87,,,,,,,1,0,8059_IR.jpg,21.8,21.9,21.8,8101_IR.jpg,40.6,45.1,43.7,,,,,
CATT1978,1978,,Notodontidae,CA_NOT03,CA_NOT03,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.46930,,43.83,40.26,,,,,,,1,0,8057_IR.jpg,20.7,21,20.8,8141_IR.jpg,40.4,46.2,44.4,,,,,
CATT1977,1977,,Notodontidae,CA_NOT06,CA_NOT06,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.05880,,25.76,20.03,,,,,,,0,1,8055_IR.jpg,21.1,21.7,21.4,8075_IR.jpg,2,7.6,6,,,,,
CATT1976,1976,,Geometridae,CA_GEO135,CA_GEO135,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02030,,23.62,18.57,,,,,,,0,1,8053_IR.jpg,21.9,22.3,22.1,8077_IR.jpg,2.2,3.1,2.6,,,,,
CATT1975,1975,,Geometridae,CA_GEO135,CA_GEO135,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02660,,24.7,18.72,,,,,,,1,0,8051_IR.jpg,20.6,20.8,20.7,8067_IR.jpg,41.9,44,42.8,,,,,
CATT1974,1974,,Geometridae,CA_GEO55,CA_GEO55,,,f,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.05200,,27.15,21.24,,,,,,,0,1,8049_IR.jpg,20.6,21,20.8,8093_IR.jpg,-2.6,4.7,3.4,,,,,
CATT1973,1973,,Geometridae,CA_GEO55,CA_GEO55,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04350,,27.72,21.25,,,,,,,1,0,8047_IR.jpg,19.9,20.4,20.2,8073_IR.jpg,43.2,45.2,44.3,,,,,
CATT1972,1972,,Noctuidae,CA_NOC01,CA_NOC01,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.06040,,19.95,18.26,,,,,,,0,1,8037_IR.jpg,24.1,24.7,24.4,8041_IR.jpg,5.6,8.8,7.9,,,,,
CATT1971,1971,,Geometridae,CA_GEO10,CA_GEO10,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.06180,,31.6,22.34,,,,,,,1,0,8029_IR.jpg,22.8,23.3,23.1,8039_IR.jpg,40.3,42.2,41.1,,,,,
CATT1970,1970,,Geometridae,CA_GEO86,CA_GEO86,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.04940,,21.84,17.55,,,,,,,0,1,8023_IR.jpg,22.4,22.8,22.7,8033_IR.jpg,5.3,7.6,6.8,,,,,
CATT1969,1969,,Geometridae,CA_GEO71,CA_GEO71,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03830,,23.41,16.66,,,,,,,0,1,8015_IR.jpg,23.5,23.7,23.5,8035_IR.jpg,1.4,4.2,3.4,,,,,
CATT1968,1968,,Geometridae,CA_GEO71,CA_GEO71,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.03610,,24.62,18.82,,,,,,,0,1,8009_IR.jpg,22.8,23,22.9,8025_IR.jpg,4.5,6.3,5.5,,,,,
CATT1967,1967,,Erebidae,CA_LIT60-2,CA_LIT60,modify,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.02190,,13.78,12.83,,,,,,,1,0,8007_IR.jpg,23.2,23.4,23.3,8021_IR.jpg,41.1,43.2,42.2,,,,,
CATT1966,1966,,Erebidae,CA_HER21,CA_HER21,,,m,,902,10-VIII-2019,"4.562097, 101.331011","N4°33'43.55"" E101°19'51.64""",,,0.00770,,11.91,10.8,,,,,,,0,1,7999_IR.jpg,22.7,23.1,22.9,8017_IR.jpg,1.9,3,2.4,,,,,
